region_1,region_2,technology_1,technology_2,timestep_3,parameter,value
usa,vermont,res,wind,q2n,avaConv,0.2311644
usa,vermont,res,wind,q2m,avaConv,0.102166667
usa,vermont,res,wind,q2p,avaConv,0.131391667
usa,vermont,res,wind,q2a,avaConv,0.243537396
usa,vermont,res,wind,q3n,avaConv,0.260647131
usa,vermont,res,wind,q3m,avaConv,0.17185348
usa,vermont,res,wind,q3p,avaConv,0.214016484
usa,vermont,res,wind,q3a,avaConv,0.285596154
usa,vermont,res,wind,q4n,avaConv,0.31313831
usa,vermont,res,wind,q4m,avaConv,0.211032967
usa,vermont,res,wind,q4p,avaConv,0.27109478
usa,vermont,res,wind,q4a,avaConv,0.368169118
usa,maine,res,wind,q1n,avaConv,0.310533333
usa,maine,res,wind,q1m,avaConv,0.185137037
usa,maine,res,wind,q1p,avaConv,0.256402778
usa,maine,res,wind,q1a,avaConv,0.355352778
usa,maine,res,wind,q2n,avaConv,0.2311644
usa,maine,res,wind,q2m,avaConv,0.102166667
usa,maine,res,wind,q2p,avaConv,0.131391667
usa,maine,res,wind,q2a,avaConv,0.243537396
usa,maine,res,wind,q3n,avaConv,0.260647131
usa,maine,res,wind,q3m,avaConv,0.17185348
usa,maine,res,wind,q3p,avaConv,0.214016484
usa,maine,res,wind,q3a,avaConv,0.285596154
usa,maine,res,wind,q4n,avaConv,0.31313831
usa,maine,res,wind,q4m,avaConv,0.211032967
usa,maine,res,wind,q4p,avaConv,0.27109478
usa,maine,res,wind,q4a,avaConv,0.368169118
usa,rhodeIsland,res,wind,q1n,avaConv,0.310533333
usa,rhodeIsland,res,wind,q1m,avaConv,0.185137037
usa,rhodeIsland,res,wind,q1p,avaConv,0.256402778
usa,rhodeIsland,res,wind,q1a,avaConv,0.355352778
usa,rhodeIsland,res,wind,q2n,avaConv,0.2311644
usa,rhodeIsland,res,wind,q2m,avaConv,0.102166667
usa,rhodeIsland,res,wind,q2p,avaConv,0.131391667
usa,rhodeIsland,res,wind,q2a,avaConv,0.243537396
usa,rhodeIsland,res,wind,q3n,avaConv,0.260647131
usa,rhodeIsland,res,wind,q3m,avaConv,0.17185348
usa,rhodeIsland,res,wind,q3p,avaConv,0.214016484
usa,rhodeIsland,res,wind,q3a,avaConv,0.285596154
usa,rhodeIsland,res,wind,q4n,avaConv,0.31313831
usa,rhodeIsland,res,wind,q4m,avaConv,0.211032967
usa,rhodeIsland,res,wind,q4p,avaConv,0.27109478
usa,rhodeIsland,res,wind,q4a,avaConv,0.368169118
usa,maryland,res,wind,q1n,avaConv,0.310533333
usa,maryland,res,wind,q1m,avaConv,0.185137037
usa,maryland,res,wind,q1p,avaConv,0.256402778
usa,maryland,res,wind,q1a,avaConv,0.355352778
usa,maryland,res,wind,q2n,avaConv,0.2311644
usa,maryland,res,wind,q2m,avaConv,0.102166667
usa,maryland,res,wind,q2p,avaConv,0.131391667
usa,maryland,res,wind,q2a,avaConv,0.243537396
usa,maryland,res,wind,q3n,avaConv,0.260647131
usa,maryland,res,wind,q3m,avaConv,0.17185348
usa,maryland,res,wind,q3p,avaConv,0.214016484
usa,maryland,res,wind,q3a,avaConv,0.285596154
usa,maryland,res,wind,q4n,avaConv,0.31313831
usa,maryland,res,wind,q4m,avaConv,0.211032967
usa,maryland,res,wind,q4p,avaConv,0.27109478
usa,maryland,res,wind,q4a,avaConv,0.368169118
canada,canada_,res,wind,q1n,avaConv,0.310533333
canada,canada_,res,wind,q1m,avaConv,0.185137037
canada,canada_,res,wind,q1p,avaConv,0.256402778
canada,canada_,res,wind,q1a,avaConv,0.355352778
canada,canada_,res,wind,q2n,avaConv,0.2311644
canada,canada_,res,wind,q2m,avaConv,0.102166667
canada,canada_,res,wind,q2p,avaConv,0.131391667
canada,canada_,res,wind,q2a,avaConv,0.243537396
canada,canada_,res,wind,q3n,avaConv,0.260647131
canada,canada_,res,wind,q3m,avaConv,0.17185348
canada,canada_,res,wind,q3p,avaConv,0.214016484
canada,canada_,res,wind,q3a,avaConv,0.285596154
canada,canada_,res,wind,q4n,avaConv,0.31313831
canada,canada_,res,wind,q4m,avaConv,0.211032967
canada,canada_,res,wind,q4p,avaConv,0.27109478
canada,canada_,res,wind,q4a,avaConv,0.368169118
usa,alabama,res,solar,q1n,avaConv,0
usa,alabama,res,solar,q1m,avaConv,0.023785185
usa,alabama,res,solar,q1p,avaConv,0.602522222
usa,alabama,res,solar,q1a,avaConv,0.138758333
usa,alabama,res,solar,q2n,avaConv,0
usa,alabama,res,solar,q2m,avaConv,0.001748148
usa,alabama,res,solar,q2p,avaConv,0.488673611
usa,alabama,res,solar,q2a,avaConv,0.239855956
usa,alabama,res,solar,q3n,avaConv,0
usa,alabama,res,solar,q3m,avaConv,0.000776557
usa,alabama,res,solar,q3p,avaConv,0.470244505
usa,alabama,res,solar,q3a,avaConv,0.21507967
usa,alabama,res,solar,q4n,avaConv,0
usa,alabama,res,solar,q4m,avaConv,0.060666667
usa,alabama,res,solar,q4p,avaConv,0.578416209
usa,alabama,res,solar,q4a,avaConv,0.084055147
usa,california,res,solar,q1n,avaConv,0
usa,california,res,solar,q1m,avaConv,0.023785185
usa,california,res,solar,q1p,avaConv,0.602522222
usa,california,res,solar,q1a,avaConv,0.138758333
usa,california,res,solar,q2n,avaConv,0
usa,california,res,solar,q2m,avaConv,0.001748148
usa,california,res,solar,q2p,avaConv,0.488673611
usa,california,res,solar,q2a,avaConv,0.239855956
usa,california,res,solar,q3n,avaConv,0
usa,california,res,solar,q3m,avaConv,0.000776557
usa,california,res,solar,q3p,avaConv,0.470244505
usa,california,res,solar,q3a,avaConv,0.21507967
usa,california,res,solar,q4n,avaConv,0
usa,california,res,solar,q4m,avaConv,0.060666667
usa,california,res,solar,q4p,avaConv,0.578416209
usa,california,res,solar,q4a,avaConv,0.084055147
usa,washington,res,solar,q1n,avaConv,0
usa,washington,res,solar,q1m,avaConv,0.023785185
usa,washington,res,solar,q1p,avaConv,0.602522222
usa,washington,res,solar,q1a,avaConv,0.138758333
usa,washington,res,solar,q2n,avaConv,0
usa,washington,res,solar,q2m,avaConv,0.001748148
usa,washington,res,solar,q2p,avaConv,0.488673611
usa,washington,res,solar,q2a,avaConv,0.239855956
usa,washington,res,solar,q3n,avaConv,0
usa,washington,res,solar,q3m,avaConv,0.000776557
usa,washington,res,solar,q3p,avaConv,0.470244505
usa,washington,res,solar,q3a,avaConv,0.21507967
usa,washington,res,solar,q4n,avaConv,0
usa,washington,res,solar,q4m,avaConv,0.060666667
usa,washington,res,solar,q4p,avaConv,0.578416209
usa,washington,res,solar,q4a,avaConv,0.084055147
usa,oregon,res,solar,q1n,avaConv,0
usa,oregon,res,solar,q1m,avaConv,0.023785185
usa,oregon,res,solar,q1p,avaConv,0.602522222
usa,oregon,res,solar,q1a,avaConv,0.138758333
usa,oregon,res,solar,q2n,avaConv,0
usa,oregon,res,solar,q2m,avaConv,0.001748148
usa,oregon,res,solar,q2p,avaConv,0.488673611
usa,oregon,res,solar,q2a,avaConv,0.239855956
usa,oregon,res,solar,q3n,avaConv,0
usa,oregon,res,solar,q3m,avaConv,0.000776557
usa,oregon,res,solar,q3p,avaConv,0.470244505
usa,oregon,res,solar,q3a,avaConv,0.21507967
usa,oregon,res,solar,q4n,avaConv,0
usa,oregon,res,solar,q4m,avaConv,0.060666667
usa,oregon,res,solar,q4p,avaConv,0.578416209
usa,oregon,res,solar,q4a,avaConv,0.084055147
usa,idaho,res,solar,q1n,avaConv,0
usa,idaho,res,solar,q1m,avaConv,0.023785185
usa,idaho,res,solar,q1p,avaConv,0.602522222
usa,idaho,res,solar,q1a,avaConv,0.138758333
usa,idaho,res,solar,q2n,avaConv,0
usa,idaho,res,solar,q2m,avaConv,0.001748148
usa,idaho,res,solar,q2p,avaConv,0.488673611
usa,idaho,res,solar,q2a,avaConv,0.239855956
usa,idaho,res,solar,q3n,avaConv,0
usa,idaho,res,solar,q3m,avaConv,0.000776557
usa,idaho,res,solar,q3p,avaConv,0.470244505
usa,idaho,res,solar,q3a,avaConv,0.21507967
usa,idaho,res,solar,q4n,avaConv,0
usa,idaho,res,solar,q4m,avaConv,0.060666667
usa,idaho,res,solar,q4p,avaConv,0.578416209
usa,idaho,res,solar,q4a,avaConv,0.084055147
usa,montana,res,solar,q1n,avaConv,0
usa,montana,res,solar,q1m,avaConv,0.023785185
usa,montana,res,solar,q1p,avaConv,0.602522222
usa,montana,res,solar,q1a,avaConv,0.138758333
usa,montana,res,solar,q2n,avaConv,0
usa,montana,res,solar,q2m,avaConv,0.001748148
usa,montana,res,solar,q2p,avaConv,0.488673611
usa,montana,res,solar,q2a,avaConv,0.239855956
usa,montana,res,solar,q3n,avaConv,0
usa,montana,res,solar,q3m,avaConv,0.000776557
usa,montana,res,solar,q3p,avaConv,0.470244505
usa,montana,res,solar,q3a,avaConv,0.21507967
usa,montana,res,solar,q4n,avaConv,0
usa,montana,res,solar,q4m,avaConv,0.060666667
usa,montana,res,solar,q4p,avaConv,0.578416209
usa,montana,res,solar,q4a,avaConv,0.084055147
usa,nevada,res,solar,q1n,avaConv,0
usa,nevada,res,solar,q1m,avaConv,0.023785185
usa,nevada,res,solar,q1p,avaConv,0.602522222
usa,nevada,res,solar,q1a,avaConv,0.138758333
usa,nevada,res,solar,q2n,avaConv,0
usa,nevada,res,solar,q2m,avaConv,0.001748148
usa,nevada,res,solar,q2p,avaConv,0.488673611
usa,nevada,res,solar,q2a,avaConv,0.239855956
usa,nevada,res,solar,q3n,avaConv,0
usa,nevada,res,solar,q3m,avaConv,0.000776557
usa,nevada,res,solar,q3p,avaConv,0.470244505
usa,nevada,res,solar,q3a,avaConv,0.21507967
usa,nevada,res,solar,q4n,avaConv,0
usa,nevada,res,solar,q4m,avaConv,0.060666667
usa,nevada,res,solar,q4p,avaConv,0.578416209
usa,nevada,res,solar,q4a,avaConv,0.084055147
usa,utah,res,solar,q1n,avaConv,0
usa,utah,res,solar,q1m,avaConv,0.023785185
usa,utah,res,solar,q1p,avaConv,0.602522222
usa,utah,res,solar,q1a,avaConv,0.138758333
usa,utah,res,solar,q2n,avaConv,0
usa,utah,res,solar,q2m,avaConv,0.001748148
usa,utah,res,solar,q2p,avaConv,0.488673611
usa,utah,res,solar,q2a,avaConv,0.239855956
usa,utah,res,solar,q3n,avaConv,0
usa,utah,res,solar,q3m,avaConv,0.000776557
usa,utah,res,solar,q3p,avaConv,0.470244505
usa,utah,res,solar,q3a,avaConv,0.21507967
usa,utah,res,solar,q4n,avaConv,0
usa,utah,res,solar,q4m,avaConv,0.060666667
usa,utah,res,solar,q4p,avaConv,0.578416209
usa,utah,res,solar,q4a,avaConv,0.084055147
usa,arizona,res,solar,q1n,avaConv,0
usa,arizona,res,solar,q1m,avaConv,0.023785185
usa,arizona,res,solar,q1p,avaConv,0.602522222
usa,arizona,res,solar,q1a,avaConv,0.138758333
usa,arizona,res,solar,q2n,avaConv,0
usa,arizona,res,solar,q2m,avaConv,0.001748148
usa,arizona,res,solar,q2p,avaConv,0.488673611
usa,arizona,res,solar,q2a,avaConv,0.239855956
usa,arizona,res,solar,q3n,avaConv,0
usa,arizona,res,solar,q3m,avaConv,0.000776557
usa,arizona,res,solar,q3p,avaConv,0.470244505
usa,arizona,res,solar,q3a,avaConv,0.21507967
usa,arizona,res,solar,q4n,avaConv,0
usa,arizona,res,solar,q4m,avaConv,0.060666667
usa,arizona,res,solar,q4p,avaConv,0.578416209
usa,arizona,res,solar,q4a,avaConv,0.084055147
usa,wyoming,res,solar,q1n,avaConv,0
usa,wyoming,res,solar,q1m,avaConv,0.023785185
usa,wyoming,res,solar,q1p,avaConv,0.602522222
usa,wyoming,res,solar,q1a,avaConv,0.138758333
usa,wyoming,res,solar,q2n,avaConv,0
usa,wyoming,res,solar,q2m,avaConv,0.001748148
usa,wyoming,res,solar,q2p,avaConv,0.488673611
usa,wyoming,res,solar,q2a,avaConv,0.239855956
usa,wyoming,res,solar,q3n,avaConv,0
usa,wyoming,res,solar,q3m,avaConv,0.000776557
usa,wyoming,res,solar,q3p,avaConv,0.470244505
usa,wyoming,res,solar,q3a,avaConv,0.21507967
usa,wyoming,res,solar,q4n,avaConv,0
usa,wyoming,res,solar,q4m,avaConv,0.060666667
usa,wyoming,res,solar,q4p,avaConv,0.578416209
usa,wyoming,res,solar,q4a,avaConv,0.084055147
usa,colorado,res,solar,q1n,avaConv,0
usa,colorado,res,solar,q1m,avaConv,0.023785185
usa,colorado,res,solar,q1p,avaConv,0.602522222
usa,colorado,res,solar,q1a,avaConv,0.138758333
usa,colorado,res,solar,q2n,avaConv,0
usa,colorado,res,solar,q2m,avaConv,0.001748148
usa,colorado,res,solar,q2p,avaConv,0.488673611
usa,colorado,res,solar,q2a,avaConv,0.239855956
usa,colorado,res,solar,q3n,avaConv,0
usa,colorado,res,solar,q3m,avaConv,0.000776557
usa,colorado,res,solar,q3p,avaConv,0.470244505
usa,colorado,res,solar,q3a,avaConv,0.21507967
usa,colorado,res,solar,q4n,avaConv,0
usa,colorado,res,solar,q4m,avaConv,0.060666667
usa,colorado,res,solar,q4p,avaConv,0.578416209
usa,colorado,res,solar,q4a,avaConv,0.084055147
usa,newMexico,res,solar,q1n,avaConv,0
usa,newMexico,res,solar,q1m,avaConv,0.023785185
usa,newMexico,res,solar,q1p,avaConv,0.602522222
usa,newMexico,res,solar,q1a,avaConv,0.138758333
usa,newMexico,res,solar,q2n,avaConv,0
usa,newMexico,res,solar,q2m,avaConv,0.001748148
usa,newMexico,res,solar,q2p,avaConv,0.488673611
usa,newMexico,res,solar,q2a,avaConv,0.239855956
usa,newMexico,res,solar,q3n,avaConv,0
usa,newMexico,res,solar,q3m,avaConv,0.000776557
usa,newMexico,res,solar,q3p,avaConv,0.470244505
usa,newMexico,res,solar,q3a,avaConv,0.21507967
usa,newMexico,res,solar,q4n,avaConv,0
usa,newMexico,res,solar,q4m,avaConv,0.060666667
usa,newMexico,res,solar,q4p,avaConv,0.578416209
usa,newMexico,res,solar,q4a,avaConv,0.084055147
usa,northDakota,res,solar,q1n,avaConv,0
usa,northDakota,res,solar,q1m,avaConv,0.023785185
usa,northDakota,res,solar,q1p,avaConv,0.602522222
usa,northDakota,res,solar,q1a,avaConv,0.138758333
usa,northDakota,res,solar,q2n,avaConv,0
usa,northDakota,res,solar,q2m,avaConv,0.001748148
usa,northDakota,res,solar,q2p,avaConv,0.488673611
usa,northDakota,res,solar,q2a,avaConv,0.239855956
usa,northDakota,res,solar,q3n,avaConv,0
usa,northDakota,res,solar,q3m,avaConv,0.000776557
usa,northDakota,res,solar,q3p,avaConv,0.470244505
usa,northDakota,res,solar,q3a,avaConv,0.21507967
usa,northDakota,res,solar,q4n,avaConv,0
usa,northDakota,res,solar,q4m,avaConv,0.060666667
usa,northDakota,res,solar,q4p,avaConv,0.578416209
usa,northDakota,res,solar,q4a,avaConv,0.084055147
usa,southDakota,res,solar,q1n,avaConv,0
usa,southDakota,res,solar,q1m,avaConv,0.023785185
usa,southDakota,res,solar,q1p,avaConv,0.602522222
usa,southDakota,res,solar,q1a,avaConv,0.138758333
usa,southDakota,res,solar,q2n,avaConv,0
usa,southDakota,res,solar,q2m,avaConv,0.001748148
usa,southDakota,res,solar,q2p,avaConv,0.488673611
usa,southDakota,res,solar,q2a,avaConv,0.239855956
usa,southDakota,res,solar,q3n,avaConv,0
usa,southDakota,res,solar,q3m,avaConv,0.000776557
usa,southDakota,res,solar,q3p,avaConv,0.470244505
usa,southDakota,res,solar,q3a,avaConv,0.21507967
usa,southDakota,res,solar,q4n,avaConv,0
usa,southDakota,res,solar,q4m,avaConv,0.060666667
usa,southDakota,res,solar,q4p,avaConv,0.578416209
usa,southDakota,res,solar,q4a,avaConv,0.084055147
usa,nebraska,res,solar,q1n,avaConv,0
usa,nebraska,res,solar,q1m,avaConv,0.023785185
usa,nebraska,res,solar,q1p,avaConv,0.602522222
usa,nebraska,res,solar,q1a,avaConv,0.138758333
usa,nebraska,res,solar,q2n,avaConv,0
usa,nebraska,res,solar,q2m,avaConv,0.001748148
usa,nebraska,res,solar,q2p,avaConv,0.488673611
usa,nebraska,res,solar,q2a,avaConv,0.239855956
usa,nebraska,res,solar,q3n,avaConv,0
usa,nebraska,res,solar,q3m,avaConv,0.000776557
usa,nebraska,res,solar,q3p,avaConv,0.470244505
usa,nebraska,res,solar,q3a,avaConv,0.21507967
usa,nebraska,res,solar,q4n,avaConv,0
usa,nebraska,res,solar,q4m,avaConv,0.060666667
usa,nebraska,res,solar,q4p,avaConv,0.578416209
usa,nebraska,res,solar,q4a,avaConv,0.084055147
usa,kansas,res,solar,q1n,avaConv,0
usa,kansas,res,solar,q1m,avaConv,0.023785185
usa,kansas,res,solar,q1p,avaConv,0.602522222
usa,kansas,res,solar,q1a,avaConv,0.138758333
usa,kansas,res,solar,q2n,avaConv,0
usa,kansas,res,solar,q2m,avaConv,0.001748148
usa,kansas,res,solar,q2p,avaConv,0.488673611
usa,kansas,res,solar,q2a,avaConv,0.239855956
usa,kansas,res,solar,q3n,avaConv,0
usa,kansas,res,solar,q3m,avaConv,0.000776557
usa,kansas,res,solar,q3p,avaConv,0.470244505
usa,kansas,res,solar,q3a,avaConv,0.21507967
usa,kansas,res,solar,q4n,avaConv,0
usa,kansas,res,solar,q4m,avaConv,0.060666667
usa,kansas,res,solar,q4p,avaConv,0.578416209
usa,kansas,res,solar,q4a,avaConv,0.084055147
usa,oklahoma,res,solar,q1n,avaConv,0
usa,oklahoma,res,solar,q1m,avaConv,0.023785185
usa,oklahoma,res,solar,q1p,avaConv,0.602522222
usa,oklahoma,res,solar,q1a,avaConv,0.138758333
usa,oklahoma,res,solar,q2n,avaConv,0
usa,oklahoma,res,solar,q2m,avaConv,0.001748148
usa,oklahoma,res,solar,q2p,avaConv,0.488673611
usa,oklahoma,res,solar,q2a,avaConv,0.239855956
usa,oklahoma,res,solar,q3n,avaConv,0
usa,oklahoma,res,solar,q3m,avaConv,0.000776557
usa,oklahoma,res,solar,q3p,avaConv,0.470244505
usa,oklahoma,res,solar,q3a,avaConv,0.21507967
usa,oklahoma,res,solar,q4n,avaConv,0
usa,oklahoma,res,solar,q4m,avaConv,0.060666667
usa,oklahoma,res,solar,q4p,avaConv,0.578416209
usa,oklahoma,res,solar,q4a,avaConv,0.084055147
usa,texas,res,solar,q1n,avaConv,0
usa,texas,res,solar,q1m,avaConv,0.023785185
usa,texas,res,solar,q1p,avaConv,0.602522222
usa,texas,res,solar,q1a,avaConv,0.138758333
usa,texas,res,solar,q2n,avaConv,0
usa,texas,res,solar,q2m,avaConv,0.001748148
usa,texas,res,solar,q2p,avaConv,0.488673611
usa,texas,res,solar,q2a,avaConv,0.239855956
usa,texas,res,solar,q3n,avaConv,0
usa,texas,res,solar,q3m,avaConv,0.000776557
usa,texas,res,solar,q3p,avaConv,0.470244505
usa,texas,res,solar,q3a,avaConv,0.21507967
usa,texas,res,solar,q4n,avaConv,0
usa,texas,res,solar,q4m,avaConv,0.060666667
usa,texas,res,solar,q4p,avaConv,0.578416209
usa,texas,res,solar,q4a,avaConv,0.084055147
usa,minnesota,res,solar,q1n,avaConv,0
usa,minnesota,res,solar,q1m,avaConv,0.023785185
usa,minnesota,res,solar,q1p,avaConv,0.602522222
usa,minnesota,res,solar,q1a,avaConv,0.138758333
usa,minnesota,res,solar,q2n,avaConv,0
usa,minnesota,res,solar,q2m,avaConv,0.001748148
usa,minnesota,res,solar,q2p,avaConv,0.488673611
usa,minnesota,res,solar,q2a,avaConv,0.239855956
usa,minnesota,res,solar,q3n,avaConv,0
usa,minnesota,res,solar,q3m,avaConv,0.000776557
usa,minnesota,res,solar,q3p,avaConv,0.470244505
usa,minnesota,res,solar,q3a,avaConv,0.21507967
usa,minnesota,res,solar,q4n,avaConv,0
usa,minnesota,res,solar,q4m,avaConv,0.060666667
usa,minnesota,res,solar,q4p,avaConv,0.578416209
usa,minnesota,res,solar,q4a,avaConv,0.084055147
usa,wisconsin,res,solar,q1n,avaConv,0
usa,wisconsin,res,solar,q1m,avaConv,0.023785185
usa,wisconsin,res,solar,q1p,avaConv,0.602522222
usa,wisconsin,res,solar,q1a,avaConv,0.138758333
usa,wisconsin,res,solar,q2n,avaConv,0
usa,wisconsin,res,solar,q2m,avaConv,0.001748148
usa,wisconsin,res,solar,q2p,avaConv,0.488673611
usa,wisconsin,res,solar,q2a,avaConv,0.239855956
usa,wisconsin,res,solar,q3n,avaConv,0
usa,wisconsin,res,solar,q3m,avaConv,0.000776557
usa,wisconsin,res,solar,q3p,avaConv,0.470244505
usa,wisconsin,res,solar,q3a,avaConv,0.21507967
usa,wisconsin,res,solar,q4n,avaConv,0
usa,wisconsin,res,solar,q4m,avaConv,0.060666667
usa,wisconsin,res,solar,q4p,avaConv,0.578416209
usa,wisconsin,res,solar,q4a,avaConv,0.084055147
usa,iowa,res,solar,q1n,avaConv,0
usa,iowa,res,solar,q1m,avaConv,0.023785185
usa,iowa,res,solar,q1p,avaConv,0.602522222
usa,iowa,res,solar,q1a,avaConv,0.138758333
usa,iowa,res,solar,q2n,avaConv,0
usa,iowa,res,solar,q2m,avaConv,0.001748148
usa,iowa,res,solar,q2p,avaConv,0.488673611
usa,iowa,res,solar,q2a,avaConv,0.239855956
usa,iowa,res,solar,q3n,avaConv,0
usa,iowa,res,solar,q3m,avaConv,0.000776557
usa,iowa,res,solar,q3p,avaConv,0.470244505
usa,iowa,res,solar,q3a,avaConv,0.21507967
usa,iowa,res,solar,q4n,avaConv,0
usa,iowa,res,solar,q4m,avaConv,0.060666667
usa,iowa,res,solar,q4p,avaConv,0.578416209
usa,iowa,res,solar,q4a,avaConv,0.084055147
usa,missouri,res,solar,q1n,avaConv,0
usa,missouri,res,solar,q1m,avaConv,0.023785185
usa,missouri,res,solar,q1p,avaConv,0.602522222
usa,missouri,res,solar,q1a,avaConv,0.138758333
usa,missouri,res,solar,q2n,avaConv,0
usa,missouri,res,solar,q2m,avaConv,0.001748148
usa,missouri,res,solar,q2p,avaConv,0.488673611
usa,missouri,res,solar,q2a,avaConv,0.239855956
usa,missouri,res,solar,q3n,avaConv,0
usa,missouri,res,solar,q3m,avaConv,0.000776557
usa,missouri,res,solar,q3p,avaConv,0.470244505
usa,missouri,res,solar,q3a,avaConv,0.21507967
usa,missouri,res,solar,q4n,avaConv,0
usa,missouri,res,solar,q4m,avaConv,0.060666667
usa,missouri,res,solar,q4p,avaConv,0.578416209
usa,missouri,res,solar,q4a,avaConv,0.084055147
usa,illinois,res,solar,q1n,avaConv,0
usa,illinois,res,solar,q1m,avaConv,0.023785185
usa,illinois,res,solar,q1p,avaConv,0.602522222
usa,illinois,res,solar,q1a,avaConv,0.138758333
usa,illinois,res,solar,q2n,avaConv,0
usa,illinois,res,solar,q2m,avaConv,0.001748148
usa,illinois,res,solar,q2p,avaConv,0.488673611
usa,illinois,res,solar,q2a,avaConv,0.239855956
usa,illinois,res,solar,q3n,avaConv,0
usa,illinois,res,solar,q3m,avaConv,0.000776557
usa,illinois,res,solar,q3p,avaConv,0.470244505
usa,illinois,res,solar,q3a,avaConv,0.21507967
usa,illinois,res,solar,q4n,avaConv,0
usa,illinois,res,solar,q4m,avaConv,0.060666667
usa,illinois,res,solar,q4p,avaConv,0.578416209
usa,illinois,res,solar,q4a,avaConv,0.084055147
usa,indiana,res,solar,q1n,avaConv,0
usa,indiana,res,solar,q1m,avaConv,0.023785185
usa,indiana,res,solar,q1p,avaConv,0.602522222
usa,indiana,res,solar,q1a,avaConv,0.138758333
usa,indiana,res,solar,q2n,avaConv,0
usa,indiana,res,solar,q2m,avaConv,0.001748148
usa,indiana,res,solar,q2p,avaConv,0.488673611
usa,indiana,res,solar,q2a,avaConv,0.239855956
usa,indiana,res,solar,q3n,avaConv,0
usa,indiana,res,solar,q3m,avaConv,0.000776557
usa,indiana,res,solar,q3p,avaConv,0.470244505
usa,indiana,res,solar,q3a,avaConv,0.21507967
usa,indiana,res,solar,q4n,avaConv,0
usa,indiana,res,solar,q4m,avaConv,0.060666667
usa,indiana,res,solar,q4p,avaConv,0.578416209
usa,indiana,res,solar,q4a,avaConv,0.084055147
usa,michigan,res,solar,q1n,avaConv,0
usa,michigan,res,solar,q1m,avaConv,0.023785185
usa,michigan,res,solar,q1p,avaConv,0.602522222
usa,michigan,res,solar,q1a,avaConv,0.138758333
usa,michigan,res,solar,q2n,avaConv,0
usa,michigan,res,solar,q2m,avaConv,0.001748148
usa,michigan,res,solar,q2p,avaConv,0.488673611
usa,michigan,res,solar,q2a,avaConv,0.239855956
usa,michigan,res,solar,q3n,avaConv,0
usa,michigan,res,solar,q3m,avaConv,0.000776557
usa,michigan,res,solar,q3p,avaConv,0.470244505
usa,michigan,res,solar,q3a,avaConv,0.21507967
usa,michigan,res,solar,q4n,avaConv,0
usa,michigan,res,solar,q4m,avaConv,0.060666667
usa,michigan,res,solar,q4p,avaConv,0.578416209
usa,michigan,res,solar,q4a,avaConv,0.084055147
usa,ohio,res,solar,q1n,avaConv,0
usa,ohio,res,solar,q1m,avaConv,0.023785185
usa,ohio,res,solar,q1p,avaConv,0.602522222
usa,ohio,res,solar,q1a,avaConv,0.138758333
usa,ohio,res,solar,q2n,avaConv,0
usa,ohio,res,solar,q2m,avaConv,0.001748148
usa,ohio,res,solar,q2p,avaConv,0.488673611
usa,ohio,res,solar,q2a,avaConv,0.239855956
usa,ohio,res,solar,q3n,avaConv,0
usa,ohio,res,solar,q3m,avaConv,0.000776557
usa,ohio,res,solar,q3p,avaConv,0.470244505
usa,ohio,res,solar,q3a,avaConv,0.21507967
usa,ohio,res,solar,q4n,avaConv,0
usa,ohio,res,solar,q4m,avaConv,0.060666667
usa,ohio,res,solar,q4p,avaConv,0.578416209
usa,ohio,res,solar,q4a,avaConv,0.084055147
usa,arkansas,res,solar,q1n,avaConv,0
usa,arkansas,res,solar,q1m,avaConv,0.023785185
usa,arkansas,res,solar,q1p,avaConv,0.602522222
usa,arkansas,res,solar,q1a,avaConv,0.138758333
usa,arkansas,res,solar,q2n,avaConv,0
usa,arkansas,res,solar,q2m,avaConv,0.001748148
usa,arkansas,res,solar,q2p,avaConv,0.488673611
usa,arkansas,res,solar,q2a,avaConv,0.239855956
usa,arkansas,res,solar,q3n,avaConv,0
usa,arkansas,res,solar,q3m,avaConv,0.000776557
usa,arkansas,res,solar,q3p,avaConv,0.470244505
usa,arkansas,res,solar,q3a,avaConv,0.21507967
usa,arkansas,res,solar,q4n,avaConv,0
usa,arkansas,res,solar,q4m,avaConv,0.060666667
usa,arkansas,res,solar,q4p,avaConv,0.578416209
usa,arkansas,res,solar,q4a,avaConv,0.084055147
usa,louisiana,res,solar,q1n,avaConv,0
usa,louisiana,res,solar,q1m,avaConv,0.023785185
usa,louisiana,res,solar,q1p,avaConv,0.602522222
usa,louisiana,res,solar,q1a,avaConv,0.138758333
usa,louisiana,res,solar,q2n,avaConv,0
usa,louisiana,res,solar,q2m,avaConv,0.001748148
usa,louisiana,res,solar,q2p,avaConv,0.488673611
usa,louisiana,res,solar,q2a,avaConv,0.239855956
usa,louisiana,res,solar,q3n,avaConv,0
usa,louisiana,res,solar,q3m,avaConv,0.000776557
usa,louisiana,res,solar,q3p,avaConv,0.470244505
usa,louisiana,res,solar,q3a,avaConv,0.21507967
usa,louisiana,res,solar,q4n,avaConv,0
usa,louisiana,res,solar,q4m,avaConv,0.060666667
usa,louisiana,res,solar,q4p,avaConv,0.578416209
usa,louisiana,res,solar,q4a,avaConv,0.084055147
usa,mississippi,res,solar,q1n,avaConv,0
usa,mississippi,res,solar,q1m,avaConv,0.023785185
usa,mississippi,res,solar,q1p,avaConv,0.602522222
usa,mississippi,res,solar,q1a,avaConv,0.138758333
