region_1,region_2,technology_4,timestep_2,parameter,value,comment
usa,louisiana,hhtOil,2020,capaConvResi,5.141,
usa,louisiana,hhtOil,2025,capaConvResi,3.856,
usa,louisiana,hhtOil,2030,capaConvResi,2.892,
usa,louisiana,hhtOil,2035,capaConvResi,2.169,
usa,maine,hhtOil,2015,capaConvResi,0.646,
usa,maine,hhtOil,2020,capaConvResi,0.485,
usa,maine,hhtOil,2025,capaConvResi,0.364,
usa,maine,hhtOil,2030,capaConvResi,0.273,
usa,maine,hhtOil,2035,capaConvResi,0.205,
usa,maryland,hhtOil,2015,capaConvResi,3.585,
usa,maryland,hhtOil,2020,capaConvResi,2.688,
usa,maryland,hhtOil,2025,capaConvResi,2.016,
usa,maryland,hhtOil,2030,capaConvResi,1.512,
usa,maryland,hhtOil,2035,capaConvResi,1.134,
usa,massachusetts,hhtOil,2015,capaConvResi,5.165,
usa,massachusetts,hhtOil,2020,capaConvResi,3.873,
usa,massachusetts,hhtOil,2025,capaConvResi,2.905,
usa,massachusetts,hhtOil,2030,capaConvResi,2.179,
usa,massachusetts,hhtOil,2035,capaConvResi,1.634,
usa,michigan,hhtOil,2015,capaConvResi,7.938,
usa,michigan,hhtOil,2020,capaConvResi,5.953,
usa,michigan,hhtOil,2025,capaConvResi,4.465,
usa,michigan,hhtOil,2030,capaConvResi,3.349,
usa,michigan,hhtOil,2035,capaConvResi,2.512,
usa,minnesota,hhtOil,2015,capaConvResi,5.046,
usa,minnesota,hhtOil,2020,capaConvResi,3.784,
usa,minnesota,hhtOil,2025,capaConvResi,2.838,
usa,minnesota,hhtOil,2030,capaConvResi,2.129,
usa,minnesota,hhtOil,2035,capaConvResi,1.596,
usa,mississippi,hhtOil,2015,capaConvResi,1.932,
usa,mississippi,hhtOil,2020,capaConvResi,1.449,
usa,mississippi,hhtOil,2025,capaConvResi,1.087,
usa,mississippi,hhtOil,2030,capaConvResi,0.815,
usa,mississippi,hhtOil,2035,capaConvResi,0.611,
usa,missouri,hhtOil,2015,capaConvResi,3.909,
usa,missouri,hhtOil,2020,capaConvResi,2.932,
usa,missouri,hhtOil,2025,capaConvResi,2.199,
usa,missouri,hhtOil,2030,capaConvResi,1.649,
usa,missouri,hhtOil,2035,capaConvResi,1.237,
usa,montana,hhtOil,2015,capaConvResi,0.761,
usa,montana,hhtOil,2020,capaConvResi,0.571,
usa,montana,hhtOil,2025,capaConvResi,0.428,
usa,montana,hhtOil,2030,capaConvResi,0.321,
usa,montana,hhtOil,2035,capaConvResi,0.241,
usa,nebraska,hhtOil,2015,capaConvResi,1.644,
usa,nebraska,hhtOil,2020,capaConvResi,1.233,
usa,nebraska,hhtOil,2025,capaConvResi,0.925,
usa,nebraska,hhtOil,2030,capaConvResi,0.693,
usa,nebraska,hhtOil,2035,capaConvResi,0.52,
usa,nevada,hhtOil,2015,capaConvResi,1.838,
usa,nevada,hhtOil,2020,capaConvResi,1.378,
usa,nevada,hhtOil,2025,capaConvResi,1.034,
usa,nevada,hhtOil,2030,capaConvResi,0.775,
usa,nevada,hhtOil,2035,capaConvResi,0.582,
usa,newHampshire,hhtOil,2015,capaConvResi,0.838,
usa,newHampshire,hhtOil,2020,capaConvResi,0.629,
usa,newHampshire,hhtOil,2025,capaConvResi,0.471,
usa,newHampshire,hhtOil,2030,capaConvResi,0.354,
usa,newHampshire,hhtOil,2035,capaConvResi,0.265,
usa,newJersey,hhtOil,2015,capaConvResi,5.737,
usa,newJersey,hhtOil,2020,capaConvResi,4.303,
usa,newJersey,hhtOil,2025,capaConvResi,3.227,
usa,newJersey,hhtOil,2030,capaConvResi,2.42,
usa,newJersey,hhtOil,2035,capaConvResi,1.815,
usa,newMexico,hhtOil,2015,capaConvResi,1.55,
usa,newMexico,hhtOil,2020,capaConvResi,1.163,
usa,newMexico,hhtOil,2025,capaConvResi,0.872,
usa,newMexico,hhtOil,2030,capaConvResi,0.654,
usa,newMexico,hhtOil,2035,capaConvResi,0.49,
usa,newYork,hhtOil,2015,capaConvResi,11.24,
usa,newYork,hhtOil,2020,capaConvResi,8.43,
usa,newYork,hhtOil,2025,capaConvResi,6.323,
usa,newYork,hhtOil,2030,capaConvResi,4.742,
usa,newYork,hhtOil,2035,capaConvResi,3.557,
usa,northCarolina,hhtOil,2015,capaConvResi,8.8,
usa,northCarolina,hhtOil,2020,capaConvResi,6.6,
usa,northCarolina,hhtOil,2025,capaConvResi,4.95,
usa,northCarolina,hhtOil,2030,capaConvResi,3.712,
usa,northCarolina,hhtOil,2035,capaConvResi,2.784,
usa,northDakota,hhtOil,2015,capaConvResi,1.408,
usa,northDakota,hhtOil,2020,capaConvResi,1.056,
usa,northDakota,hhtOil,2025,capaConvResi,0.792,
usa,northDakota,hhtOil,2030,capaConvResi,0.594,
usa,northDakota,hhtOil,2035,capaConvResi,0.445,
usa,ohio,hhtOil,2015,capaConvResi,9.706,
usa,ohio,hhtOil,2020,capaConvResi,7.279,
usa,ohio,hhtOil,2025,capaConvResi,5.46,
usa,ohio,hhtOil,2030,capaConvResi,4.095,
usa,ohio,hhtOil,2035,capaConvResi,3.071,
usa,oklahoma,hhtOil,2015,capaConvResi,4.535,
usa,oklahoma,hhtOil,2020,capaConvResi,3.401,
usa,oklahoma,hhtOil,2025,capaConvResi,2.551,
usa,oklahoma,hhtOil,2030,capaConvResi,1.913,
usa,oklahoma,hhtOil,2035,capaConvResi,1.435,
usa,oregon,hhtOil,2015,capaConvResi,4.708,
usa,oregon,hhtOil,2020,capaConvResi,3.531,
usa,oregon,hhtOil,2025,capaConvResi,2.648,
usa,oregon,hhtOil,2030,capaConvResi,1.986,
usa,oregon,hhtOil,2035,capaConvResi,1.49,
usa,pennsylvania,hhtOil,2015,capaConvResi,9.674,
usa,pennsylvania,hhtOil,2020,capaConvResi,7.256,
usa,pennsylvania,hhtOil,2025,capaConvResi,5.442,
usa,pennsylvania,hhtOil,2030,capaConvResi,4.081,
usa,pennsylvania,hhtOil,2035,capaConvResi,3.061,
usa,rhodeIsland,hhtOil,2015,capaConvResi,0.565,
usa,rhodeIsland,hhtOil,2020,capaConvResi,0.423,
usa,rhodeIsland,hhtOil,2025,capaConvResi,0.318,
usa,rhodeIsland,hhtOil,2030,capaConvResi,0.238,
usa,rhodeIsland,hhtOil,2035,capaConvResi,0.179,
usa,southCarolina,hhtOil,2015,capaConvResi,3.283,
usa,southCarolina,hhtOil,2020,capaConvResi,2.462,
usa,southCarolina,hhtOil,2025,capaConvResi,1.847,
usa,southCarolina,hhtOil,2030,capaConvResi,1.385,
usa,southCarolina,hhtOil,2035,capaConvResi,1.039,
usa,southDakota,hhtOil,2015,capaConvResi,0.558,
usa,southDakota,hhtOil,2020,capaConvResi,0.418,
usa,southDakota,hhtOil,2025,capaConvResi,0.314,
usa,southDakota,hhtOil,2030,capaConvResi,0.235,
usa,southDakota,hhtOil,2035,capaConvResi,0.176,
usa,tennessee,hhtOil,2015,capaConvResi,4.221,
usa,tennessee,hhtOil,2020,capaConvResi,3.166,
usa,tennessee,hhtOil,2025,capaConvResi,2.374,
usa,tennessee,hhtOil,2030,capaConvResi,1.781,
usa,tennessee,hhtOil,2035,capaConvResi,1.336,
usa,texas,hhtOil,2015,capaConvResi,44.639,
usa,texas,hhtOil,2020,capaConvResi,33.479,
usa,texas,hhtOil,2025,capaConvResi,25.109,
usa,texas,hhtOil,2030,capaConvResi,18.832,
usa,texas,hhtOil,2035,capaConvResi,14.124,
usa,utah,hhtOil,2015,capaConvResi,2.337,
usa,utah,hhtOil,2020,capaConvResi,1.753,
usa,utah,hhtOil,2025,capaConvResi,1.315,
usa,utah,hhtOil,2030,capaConvResi,0.986,
usa,utah,hhtOil,2035,capaConvResi,0.739,
usa,vermont,hhtOil,2015,capaConvResi,0.409,
usa,vermont,hhtOil,2020,capaConvResi,0.307,
usa,vermont,hhtOil,2025,capaConvResi,0.23,
usa,vermont,hhtOil,2030,capaConvResi,0.173,
usa,vermont,hhtOil,2035,capaConvResi,0.13,
usa,virginia,hhtOil,2015,capaConvResi,5.224,
usa,virginia,hhtOil,2020,capaConvResi,3.918,
usa,virginia,hhtOil,2025,capaConvResi,2.938,
usa,virginia,hhtOil,2030,capaConvResi,2.204,
usa,virginia,hhtOil,2035,capaConvResi,1.653,
usa,washington,hhtOil,2015,capaConvResi,5.71,
usa,washington,hhtOil,2020,capaConvResi,4.283,
usa,washington,hhtOil,2025,capaConvResi,3.212,
usa,washington,hhtOil,2030,capaConvResi,2.409,
usa,washington,hhtOil,2035,capaConvResi,1.807,
usa,westVirginia,hhtOil,2015,capaConvResi,2.024,
usa,westVirginia,hhtOil,2020,capaConvResi,1.518,
usa,westVirginia,hhtOil,2025,capaConvResi,1.138,
usa,westVirginia,hhtOil,2030,capaConvResi,0.854,
usa,westVirginia,hhtOil,2035,capaConvResi,0.64,
usa,wisconsin,hhtOil,2015,capaConvResi,5.039,
usa,wisconsin,hhtOil,2020,capaConvResi,3.779,
usa,wisconsin,hhtOil,2025,capaConvResi,2.834,
usa,wisconsin,hhtOil,2030,capaConvResi,2.126,
usa,wisconsin,hhtOil,2035,capaConvResi,1.594,
usa,wyoming,hhtOil,2015,capaConvResi,1.561,
usa,wyoming,hhtOil,2020,capaConvResi,1.17,
usa,wyoming,hhtOil,2025,capaConvResi,0.878,
usa,wyoming,hhtOil,2030,capaConvResi,0.658,
usa,wyoming,hhtOil,2035,capaConvResi,0.494,
usa,alabama,pBiomass_,2015,capaConvResi,0.248,
usa,alabama,pBiomass_,2020,capaConvResi,0.186,
usa,alabama,pBiomass_,2025,capaConvResi,0.14,
usa,alabama,pBiomass_,2030,capaConvResi,0.105,
usa,alabama,pBiomass_,2035,capaConvResi,0.079,
usa,arizona,pBiomass_,2015,capaConvResi,0.092,
usa,arizona,pBiomass_,2020,capaConvResi,0.069,
usa,arizona,pBiomass_,2025,capaConvResi,0.052,
usa,arizona,pBiomass_,2030,capaConvResi,0.039,
usa,arizona,pBiomass_,2035,capaConvResi,0.029,
usa,california,pBiomass_,2015,capaConvResi,2.627,
usa,california,pBiomass_,2020,capaConvResi,1.971,
usa,california,pBiomass_,2025,capaConvResi,1.478,
usa,california,pBiomass_,2030,capaConvResi,1.108,
usa,california,pBiomass_,2035,capaConvResi,0.831,
usa,colorado,pBiomass_,2015,capaConvResi,0.045,
usa,colorado,pBiomass_,2020,capaConvResi,0.034,
usa,connecticut,pBiomass_,2015,capaConvResi,0.641,
usa,connecticut,pBiomass_,2020,capaConvResi,0.481,
usa,connecticut,pBiomass_,2025,capaConvResi,0.361,
usa,connecticut,pBiomass_,2030,capaConvResi,0.271,
usa,connecticut,pBiomass_,2035,capaConvResi,0.203,
usa,delaware,pBiomass_,2015,capaConvResi,0.025,
usa,florida,pBiomass_,2015,capaConvResi,2.403,
usa,florida,pBiomass_,2020,capaConvResi,1.802,
usa,florida,pBiomass_,2025,capaConvResi,1.352,
usa,florida,pBiomass_,2030,capaConvResi,1.014,
usa,florida,pBiomass_,2035,capaConvResi,0.76,
usa,georgia,pBiomass_,2015,capaConvResi,0.347,
usa,georgia,pBiomass_,2020,capaConvResi,0.26,
usa,georgia,pBiomass_,2025,capaConvResi,0.195,
usa,georgia,pBiomass_,2030,capaConvResi,0.146,
usa,georgia,pBiomass_,2035,capaConvResi,0.11,
usa,iowa,pBiomass_,2015,capaConvResi,0.041,
usa,iowa,pBiomass_,2020,capaConvResi,0.03,
usa,idaho,pBiomass_,2015,capaConvResi,0.066,
usa,idaho,pBiomass_,2020,capaConvResi,0.049,
usa,idaho,pBiomass_,2025,capaConvResi,0.037,
usa,idaho,pBiomass_,2030,capaConvResi,0.028,
usa,illinois,pBiomass_,2015,capaConvResi,0.309,
usa,illinois,pBiomass_,2020,capaConvResi,0.232,
usa,illinois,pBiomass_,2025,capaConvResi,0.174,
usa,illinois,pBiomass_,2030,capaConvResi,0.13,
usa,illinois,pBiomass_,2035,capaConvResi,0.098,
usa,indiana,pBiomass_,2015,capaConvResi,0.157,
usa,indiana,pBiomass_,2020,capaConvResi,0.118,
usa,indiana,pBiomass_,2025,capaConvResi,0.088,
usa,indiana,pBiomass_,2030,capaConvResi,0.066,
usa,indiana,pBiomass_,2035,capaConvResi,0.05,
usa,kentucky,pBiomass_,2015,capaConvResi,0.045,
usa,kentucky,pBiomass_,2020,capaConvResi,0.034,
usa,kentucky,pBiomass_,2025,capaConvResi,0.025,
usa,louisiana,pBiomass_,2015,capaConvResi,0.189,
usa,louisiana,pBiomass_,2020,capaConvResi,0.142,
usa,louisiana,pBiomass_,2025,capaConvResi,0.106,
usa,louisiana,pBiomass_,2030,capaConvResi,0.08,
usa,louisiana,pBiomass_,2035,capaConvResi,0.06,
usa,massachusetts,pBiomass_,2015,capaConvResi,0.864,
usa,massachusetts,pBiomass_,2020,capaConvResi,0.648,
usa,massachusetts,pBiomass_,2025,capaConvResi,0.486,
usa,massachusetts,pBiomass_,2030,capaConvResi,0.365,
usa,massachusetts,pBiomass_,2035,capaConvResi,0.273,
usa,maryland,pBiomass_,2015,capaConvResi,0.391,
usa,maryland,pBiomass_,2020,capaConvResi,0.293,
usa,maryland,pBiomass_,2025,capaConvResi,0.22,
usa,maryland,pBiomass_,2030,capaConvResi,0.165,
usa,maryland,pBiomass_,2035,capaConvResi,0.124,
usa,maine,pBiomass_,2015,capaConvResi,0.678,
usa,maine,pBiomass_,2020,capaConvResi,0.509,
usa,maine,pBiomass_,2025,capaConvResi,0.382,
usa,maine,pBiomass_,2030,capaConvResi,0.286,
usa,maine,pBiomass_,2035,capaConvResi,0.215,
usa,michigan,pBiomass_,2015,capaConvResi,0.993,
usa,michigan,pBiomass_,2020,capaConvResi,0.745,
usa,michigan,pBiomass_,2025,capaConvResi,0.559,
usa,michigan,pBiomass_,2030,capaConvResi,0.419,
usa,michigan,pBiomass_,2035,capaConvResi,0.314,
usa,minnesota,pBiomass_,2015,capaConvResi,0.577,
usa,minnesota,pBiomass_,2020,capaConvResi,0.432,
usa,minnesota,pBiomass_,2025,capaConvResi,0.324,
usa,minnesota,pBiomass_,2030,capaConvResi,0.243,
usa,minnesota,pBiomass_,2035,capaConvResi,0.182,
usa,missouri,pBiomass_,2015,capaConvResi,0.044,
usa,missouri,pBiomass_,2020,capaConvResi,0.033,
usa,northCarolina,pBiomass_,2015,capaConvResi,0.515,
usa,northCarolina,pBiomass_,2020,capaConvResi,0.386,
usa,northCarolina,pBiomass_,2025,capaConvResi,0.29,
usa,northCarolina,pBiomass_,2030,capaConvResi,0.217,
usa,northCarolina,pBiomass_,2035,capaConvResi,0.163,
usa,nebraska,pBiomass_,2015,capaConvResi,0.028,
usa,newHampshire,pBiomass_,2015,capaConvResi,0.689,
usa,newHampshire,pBiomass_,2020,capaConvResi,0.517,
usa,newHampshire,pBiomass_,2025,capaConvResi,0.388,
usa,newHampshire,pBiomass_,2030,capaConvResi,0.291,
usa,newHampshire,pBiomass_,2035,capaConvResi,0.218,
usa,newJersey,pBiomass_,2015,capaConvResi,0.611,
usa,newJersey,pBiomass_,2020,capaConvResi,0.458,
usa,newJersey,pBiomass_,2025,capaConvResi,0.344,
usa,newJersey,pBiomass_,2030,capaConvResi,0.258,
usa,newJersey,pBiomass_,2035,capaConvResi,0.193,
usa,newYork,pBiomass_,2015,capaConvResi,1.264,
usa,newYork,pBiomass_,2020,capaConvResi,0.948,
usa,newYork,pBiomass_,2025,capaConvResi,0.711,
usa,newYork,pBiomass_,2030,capaConvResi,0.533,
usa,newYork,pBiomass_,2035,capaConvResi,0.4,
usa,ohio,pBiomass_,2015,capaConvResi,0.225,
usa,ohio,pBiomass_,2020,capaConvResi,0.169,
usa,ohio,pBiomass_,2025,capaConvResi,0.127,
usa,ohio,pBiomass_,2030,capaConvResi,0.095,
usa,ohio,pBiomass_,2035,capaConvResi,0.071,
usa,oregon,pBiomass_,2015,capaConvResi,0.31,
usa,oregon,pBiomass_,2020,capaConvResi,0.233,
usa,oregon,pBiomass_,2025,capaConvResi,0.175,
usa,oregon,pBiomass_,2030,capaConvResi,0.131,
usa,oregon,pBiomass_,2035,capaConvResi,0.098,
usa,pennsylvania,pBiomass_,2015,capaConvResi,1.191,
usa,pennsylvania,pBiomass_,2020,capaConvResi,0.893,
usa,pennsylvania,pBiomass_,2025,capaConvResi,0.67,
usa,pennsylvania,pBiomass_,2030,capaConvResi,0.502,
usa,pennsylvania,pBiomass_,2035,capaConvResi,0.377,
usa,rhodeIsland,pBiomass_,2015,capaConvResi,0.102,
usa,rhodeIsland,pBiomass_,2020,capaConvResi,0.077,
usa,rhodeIsland,pBiomass_,2025,capaConvResi,0.058,
usa,rhodeIsland,pBiomass_,2030,capaConvResi,0.043,
usa,rhodeIsland,pBiomass_,2035,capaConvResi,0.032,
usa,southCarolina,pBiomass_,2015,capaConvResi,0.226,
usa,southCarolina,pBiomass_,2020,capaConvResi,0.17,
usa,southCarolina,pBiomass_,2025,capaConvResi,0.127,
usa,southCarolina,pBiomass_,2030,capaConvResi,0.096,
usa,southCarolina,pBiomass_,2035,capaConvResi,0.072,
usa,tennessee,pBiomass_,2015,capaConvResi,0.037,
usa,tennessee,pBiomass_,2020,capaConvResi,0.028,
usa,texas,pBiomass_,2015,capaConvResi,0.812,
usa,texas,pBiomass_,2020,capaConvResi,0.609,
usa,texas,pBiomass_,2025,capaConvResi,0.457,
usa,texas,pBiomass_,2030,capaConvResi,0.342,
usa,texas,pBiomass_,2035,capaConvResi,0.257,
usa,utah,pBiomass_,2015,capaConvResi,0.034,
usa,utah,pBiomass_,2020,capaConvResi,0.026,
usa,virginia,pBiomass_,2015,capaConvResi,1.463,
usa,virginia,pBiomass_,2020,capaConvResi,1.097,
usa,virginia,pBiomass_,2025,capaConvResi,0.823,
usa,virginia,pBiomass_,2030,capaConvResi,0.617,
usa,virginia,pBiomass_,2035,capaConvResi,0.463,
usa,vermont,pBiomass_,2015,capaConvResi,0.214,
usa,vermont,pBiomass_,2020,capaConvResi,0.16,
usa,vermont,pBiomass_,2025,capaConvResi,0.12,
usa,vermont,pBiomass_,2030,capaConvResi,0.09,
usa,vermont,pBiomass_,2035,capaConvResi,0.068,
usa,washington,pBiomass_,2015,capaConvResi,0.312,
usa,washington,pBiomass_,2020,capaConvResi,0.234,
usa,washington,pBiomass_,2025,capaConvResi,0.176,
usa,washington,pBiomass_,2030,capaConvResi,0.132,
usa,washington,pBiomass_,2035,capaConvResi,0.099,
usa,wisconsin,pBiomass_,2015,capaConvResi,0.502,
usa,wisconsin,pBiomass_,2020,capaConvResi,0.376,
usa,wisconsin,pBiomass_,2025,capaConvResi,0.282,
usa,wisconsin,pBiomass_,2030,capaConvResi,0.212,
usa,wisconsin,pBiomass_,2035,capaConvResi,0.159,
usa,alabama,pHardcoal,2015,capaConvResi,20.503,
usa,alabama,pHardcoal,2020,capaConvResi,15.377,
usa,alabama,pHardcoal,2025,capaConvResi,11.533,
usa,alabama,pHardcoal,2030,capaConvResi,8.65,
usa,alabama,pHardcoal,2035,capaConvResi,6.487,
usa,alabama,pHardcoal,2040,capaConvResi,4.865,
usa,alabama,pHardcoal,2045,capaConvResi,3.649,
usa,alabama,pHardcoal,2050,capaConvResi,2.737,
usa,arkansas,pHardcoal,2015,capaConvResi,11.961,
usa,arkansas,pHardcoal,2020,capaConvResi,8.971,
usa,arkansas,pHardcoal,2025,capaConvResi,6.728,
usa,arkansas,pHardcoal,2030,capaConvResi,5.046,
usa,arkansas,pHardcoal,2035,capaConvResi,3.784,
usa,arkansas,pHardcoal,2040,capaConvResi,2.838,
usa,arkansas,pHardcoal,2045,capaConvResi,2.129,
usa,arkansas,pHardcoal,2050,capaConvResi,1.597,
usa,arizona,pHardcoal,2015,capaConvResi,13.99,
usa,arizona,pHardcoal,2020,capaConvResi,10.493,
usa,arizona,pHardcoal,2025,capaConvResi,7.87,
usa,arizona,pHardcoal,2030,capaConvResi,5.902,
usa,arizona,pHardcoal,2035,capaConvResi,4.427,
usa,arizona,pHardcoal,2040,capaConvResi,3.32,
usa,arizona,pHardcoal,2045,capaConvResi,2.49,
usa,arizona,pHardcoal,2050,capaConvResi,1.867,
usa,colorado,pHardcoal,2015,capaConvResi,12.145,
usa,colorado,pHardcoal,2020,capaConvResi,9.109,
usa,colorado,pHardcoal,2025,capaConvResi,6.832,
usa,colorado,pHardcoal,2030,capaConvResi,5.124,
usa,colorado,pHardcoal,2035,capaConvResi,3.843,
usa,colorado,pHardcoal,2040,capaConvResi,2.882,
usa,colorado,pHardcoal,2045,capaConvResi,2.162,
usa,colorado,pHardcoal,2050,capaConvResi,1.621,
usa,connecticut,pHardcoal,2015,capaConvResi,0.872,
usa,connecticut,pHardcoal,2020,capaConvResi,0.654,
usa,connecticut,pHardcoal,2025,capaConvResi,0.49,
usa,connecticut,pHardcoal,2030,capaConvResi,0.368,
usa,connecticut,pHardcoal,2035,capaConvResi,0.276,
usa,connecticut,pHardcoal,2040,capaConvResi,0.207,
usa,connecticut,pHardcoal,2045,capaConvResi,0.155,
usa,connecticut,pHardcoal,2050,capaConvResi,0.116,
usa,delaware,pHardcoal,2015,capaConvResi,0.971,
usa,delaware,pHardcoal,2020,capaConvResi,0.728,
usa,delaware,pHardcoal,2025,capaConvResi,0.546,
usa,delaware,pHardcoal,2030,capaConvResi,0.41,
usa,delaware,pHardcoal,2035,capaConvResi,0.307,
usa,delaware,pHardcoal,2040,capaConvResi,0.23,
usa,delaware,pHardcoal,2045,capaConvResi,0.173,
usa,delaware,pHardcoal,2050,capaConvResi,0.13,
usa,florida,pHardcoal,2015,capaConvResi,24.054,
usa,florida,pHardcoal,2020,capaConvResi,18.041,
usa,florida,pHardcoal,2025,capaConvResi,13.531,
usa,florida,pHardcoal,2030,capaConvResi,10.148,
usa,florida,pHardcoal,2035,capaConvResi,7.611,
usa,florida,pHardcoal,2040,capaConvResi,5.708,
usa,florida,pHardcoal,2045,capaConvResi,4.281,
usa,florida,pHardcoal,2050,capaConvResi,3.211,
usa,georgia,pHardcoal,2015,capaConvResi,22.393,
usa,georgia,pHardcoal,2020,capaConvResi,16.795,
usa,georgia,pHardcoal,2025,capaConvResi,12.596,
usa,georgia,pHardcoal,2030,capaConvResi,9.447,
usa,georgia,pHardcoal,2035,capaConvResi,7.085,
usa,georgia,pHardcoal,2040,capaConvResi,5.314,
usa,georgia,pHardcoal,2045,capaConvResi,3.986,
usa,georgia,pHardcoal,2050,capaConvResi,2.989,
usa,iowa,pHardcoal,2015,capaConvResi,10.128,
usa,iowa,pHardcoal,2020,capaConvResi,7.596,
usa,iowa,pHardcoal,2025,capaConvResi,5.697,
usa,iowa,pHardcoal,2030,capaConvResi,4.273,
usa,iowa,pHardcoal,2035,capaConvResi,3.205,
usa,iowa,pHardcoal,2040,capaConvResi,2.404,
usa,iowa,pHardcoal,2045,capaConvResi,1.803,
usa,iowa,pHardcoal,2050,capaConvResi,1.352,
usa,illinois,pHardcoal,2015,capaConvResi,35.607,
usa,illinois,pHardcoal,2020,capaConvResi,26.705,
usa,illinois,pHardcoal,2025,capaConvResi,20.029,
usa,illinois,pHardcoal,2030,capaConvResi,15.022,
usa,illinois,pHardcoal,2035,capaConvResi,11.266,
usa,illinois,pHardcoal,2040,capaConvResi,8.45,
usa,illinois,pHardcoal,2045,capaConvResi,6.337,
usa,illinois,pHardcoal,2050,capaConvResi,4.753,
usa,indiana,pHardcoal,2015,capaConvResi,41.299,
usa,indiana,pHardcoal,2020,capaConvResi,30.974,
usa,indiana,pHardcoal,2025,capaConvResi,23.231,
usa,indiana,pHardcoal,2030,capaConvResi,17.423,
usa,indiana,pHardcoal,2035,capaConvResi,13.067,
usa,indiana,pHardcoal,2040,capaConvResi,9.8,
usa,indiana,pHardcoal,2045,capaConvResi,7.35,
usa,indiana,pHardcoal,2050,capaConvResi,5.513,
usa,kansas,pHardcoal,2015,capaConvResi,10.783,
usa,kansas,pHardcoal,2020,capaConvResi,8.087,
usa,kansas,pHardcoal,2025,capaConvResi,6.065,
usa,kansas,pHardcoal,2030,capaConvResi,4.549,
usa,kansas,pHardcoal,2035,capaConvResi,3.412,
usa,kansas,pHardcoal,2040,capaConvResi,2.559,
usa,kansas,pHardcoal,2045,capaConvResi,1.919,
usa,kansas,pHardcoal,2050,capaConvResi,1.439,
usa,kentucky,pHardcoal,2015,capaConvResi,31.258,
usa,kentucky,pHardcoal,2020,capaConvResi,23.444,
usa,kentucky,pHardcoal,2025,capaConvResi,17.583,
usa,kentucky,pHardcoal,2030,capaConvResi,13.187,
usa,kentucky,pHardcoal,2035,capaConvResi,9.89,
usa,kentucky,pHardcoal,2040,capaConvResi,7.418,
usa,kentucky,pHardcoal,2045,capaConvResi,5.563,
usa,kentucky,pHardcoal,2050,capaConvResi,4.172,
usa,louisiana,pHardcoal,2015,capaConvResi,5.34,
usa,louisiana,pHardcoal,2020,capaConvResi,4.005,
usa,louisiana,pHardcoal,2025,capaConvResi,3.003,
usa,louisiana,pHardcoal,2030,capaConvResi,2.253,
usa,louisiana,pHardcoal,2035,capaConvResi,1.689,
usa,louisiana,pHardcoal,2040,capaConvResi,1.267,
usa,louisiana,pHardcoal,2045,capaConvResi,0.95,
usa,louisiana,pHardcoal,2050,capaConvResi,0.713,
usa,massachusetts,pHardcoal,2015,capaConvResi,2.451,
usa,massachusetts,pHardcoal,2020,capaConvResi,1.839,
usa,massachusetts,pHardcoal,2025,capaConvResi,1.379,
usa,massachusetts,pHardcoal,2030,capaConvResi,1.034,
usa,massachusetts,pHardcoal,2035,capaConvResi,0.776,
usa,massachusetts,pHardcoal,2040,capaConvResi,0.582,
usa,massachusetts,pHardcoal,2045,capaConvResi,0.436,
usa,massachusetts,pHardcoal,2050,capaConvResi,0.327,
usa,maryland,pHardcoal,2015,capaConvResi,10.535,
usa,maryland,pHardcoal,2020,capaConvResi,7.901,
usa,maryland,pHardcoal,2025,capaConvResi,5.926,
usa,maryland,pHardcoal,2030,capaConvResi,4.444,
usa,maryland,pHardcoal,2035,capaConvResi,3.333,
usa,maryland,pHardcoal,2040,capaConvResi,2.5,
usa,maryland,pHardcoal,2045,capaConvResi,1.875,
usa,maryland,pHardcoal,2050,capaConvResi,1.406,
usa,michigan,pHardcoal,2015,capaConvResi,24.418,
usa,michigan,pHardcoal,2020,capaConvResi,18.314,
usa,michigan,pHardcoal,2025,capaConvResi,13.735,
usa,michigan,pHardcoal,2030,capaConvResi,10.301,
usa,michigan,pHardcoal,2035,capaConvResi,7.726,
usa,michigan,pHardcoal,2040,capaConvResi,5.795,
usa,michigan,pHardcoal,2045,capaConvResi,4.346,
usa,michigan,pHardcoal,2050,capaConvResi,3.259,
usa,minnesota,pHardcoal,2015,capaConvResi,6.337,
usa,minnesota,pHardcoal,2020,capaConvResi,4.753,
usa,minnesota,pHardcoal,2025,capaConvResi,3.564,
usa,minnesota,pHardcoal,2030,capaConvResi,2.673,
usa,minnesota,pHardcoal,2035,capaConvResi,2.005,
usa,minnesota,pHardcoal,2040,capaConvResi,1.504,
usa,minnesota,pHardcoal,2045,capaConvResi,1.128,
usa,minnesota,pHardcoal,2050,capaConvResi,0.846,
usa,missouri,pHardcoal,2015,capaConvResi,28.067,
usa,missouri,pHardcoal,2020,capaConvResi,21.05,
usa,missouri,pHardcoal,2025,capaConvResi,15.788,
usa,missouri,pHardcoal,2030,capaConvResi,11.841,
usa,missouri,pHardcoal,2035,capaConvResi,8.88,
usa,missouri,pHardcoal,2040,capaConvResi,6.66,
usa,missouri,pHardcoal,2045,capaConvResi,4.995,
usa,missouri,pHardcoal,2050,capaConvResi,3.746,
usa,mississippi,pHardcoal,2015,capaConvResi,3.262,
usa,mississippi,pHardcoal,2020,capaConvResi,2.447,
usa,mississippi,pHardcoal,2025,capaConvResi,1.835,
