region_1,region_2,technology_4,timestep_2,parameter,value,comment
usa,mississippi,pHardcoal,2030,capaConvResi,1.376,
usa,mississippi,pHardcoal,2035,capaConvResi,1.032,
usa,mississippi,pHardcoal,2040,capaConvResi,0.774,
usa,mississippi,pHardcoal,2045,capaConvResi,0.581,
usa,mississippi,pHardcoal,2050,capaConvResi,0.435,
usa,montana,pHardcoal,2015,capaConvResi,5.305,
usa,montana,pHardcoal,2020,capaConvResi,3.979,
usa,montana,pHardcoal,2025,capaConvResi,2.984,
usa,montana,pHardcoal,2030,capaConvResi,2.238,
usa,montana,pHardcoal,2035,capaConvResi,1.679,
usa,montana,pHardcoal,2040,capaConvResi,1.259,
usa,montana,pHardcoal,2045,capaConvResi,0.944,
usa,montana,pHardcoal,2050,capaConvResi,0.708,
usa,northCarolina,pHardcoal,2015,capaConvResi,24.031,
usa,northCarolina,pHardcoal,2020,capaConvResi,18.023,
usa,northCarolina,pHardcoal,2025,capaConvResi,13.517,
usa,northCarolina,pHardcoal,2030,capaConvResi,10.138,
usa,northCarolina,pHardcoal,2035,capaConvResi,7.603,
usa,northCarolina,pHardcoal,2040,capaConvResi,5.703,
usa,northCarolina,pHardcoal,2045,capaConvResi,4.277,
usa,northCarolina,pHardcoal,2050,capaConvResi,3.208,
usa,northDakota,pHardcoal,2015,capaConvResi,0.415,
usa,northDakota,pHardcoal,2020,capaConvResi,0.311,
usa,northDakota,pHardcoal,2025,capaConvResi,0.233,
usa,northDakota,pHardcoal,2030,capaConvResi,0.175,
usa,northDakota,pHardcoal,2035,capaConvResi,0.131,
usa,northDakota,pHardcoal,2040,capaConvResi,0.098,
usa,northDakota,pHardcoal,2045,capaConvResi,0.074,
usa,northDakota,pHardcoal,2050,capaConvResi,0.055,
usa,nebraska,pHardcoal,2015,capaConvResi,9.144,
usa,nebraska,pHardcoal,2020,capaConvResi,6.858,
usa,nebraska,pHardcoal,2025,capaConvResi,5.143,
usa,nebraska,pHardcoal,2030,capaConvResi,3.858,
usa,nebraska,pHardcoal,2035,capaConvResi,2.893,
usa,nebraska,pHardcoal,2040,capaConvResi,2.17,
usa,nebraska,pHardcoal,2045,capaConvResi,1.627,
usa,nebraska,pHardcoal,2050,capaConvResi,1.221,
usa,newHampshire,pHardcoal,2015,capaConvResi,1.219,
usa,newHampshire,pHardcoal,2020,capaConvResi,0.914,
usa,newHampshire,pHardcoal,2025,capaConvResi,0.686,
usa,newHampshire,pHardcoal,2030,capaConvResi,0.514,
usa,newHampshire,pHardcoal,2035,capaConvResi,0.386,
usa,newHampshire,pHardcoal,2040,capaConvResi,0.289,
usa,newHampshire,pHardcoal,2045,capaConvResi,0.217,
usa,newHampshire,pHardcoal,2050,capaConvResi,0.163,
usa,newJersey,pHardcoal,2015,capaConvResi,1.779,
usa,newJersey,pHardcoal,2020,capaConvResi,1.334,
usa,newJersey,pHardcoal,2025,capaConvResi,1.001,
usa,newJersey,pHardcoal,2030,capaConvResi,0.75,
usa,newJersey,pHardcoal,2035,capaConvResi,0.563,
usa,newJersey,pHardcoal,2040,capaConvResi,0.422,
usa,newJersey,pHardcoal,2045,capaConvResi,0.317,
usa,newJersey,pHardcoal,2050,capaConvResi,0.237,
usa,newMexico,pHardcoal,2015,capaConvResi,8.155,
usa,newMexico,pHardcoal,2020,capaConvResi,6.116,
usa,newMexico,pHardcoal,2025,capaConvResi,4.587,
usa,newMexico,pHardcoal,2030,capaConvResi,3.44,
usa,newMexico,pHardcoal,2035,capaConvResi,2.58,
usa,newMexico,pHardcoal,2040,capaConvResi,1.935,
usa,newMexico,pHardcoal,2045,capaConvResi,1.451,
usa,newMexico,pHardcoal,2050,capaConvResi,1.089,
usa,nevada,pHardcoal,2015,capaConvResi,2.406,
usa,nevada,pHardcoal,2020,capaConvResi,1.805,
usa,nevada,pHardcoal,2025,capaConvResi,1.353,
usa,nevada,pHardcoal,2030,capaConvResi,1.015,
usa,nevada,pHardcoal,2035,capaConvResi,0.761,
usa,nevada,pHardcoal,2040,capaConvResi,0.571,
usa,nevada,pHardcoal,2045,capaConvResi,0.428,
usa,nevada,pHardcoal,2050,capaConvResi,0.321,
usa,newYork,pHardcoal,2015,capaConvResi,4.621,
usa,newYork,pHardcoal,2020,capaConvResi,3.466,
usa,newYork,pHardcoal,2025,capaConvResi,2.599,
usa,newYork,pHardcoal,2030,capaConvResi,1.949,
usa,newYork,pHardcoal,2035,capaConvResi,1.462,
usa,newYork,pHardcoal,2040,capaConvResi,1.097,
usa,newYork,pHardcoal,2045,capaConvResi,0.822,
usa,newYork,pHardcoal,2050,capaConvResi,0.617,
usa,ohio,pHardcoal,2015,capaConvResi,35.586,
usa,ohio,pHardcoal,2020,capaConvResi,26.69,
usa,ohio,pHardcoal,2025,capaConvResi,20.017,
usa,ohio,pHardcoal,2030,capaConvResi,15.013,
usa,ohio,pHardcoal,2035,capaConvResi,11.26,
usa,ohio,pHardcoal,2040,capaConvResi,8.445,
usa,ohio,pHardcoal,2045,capaConvResi,6.334,
usa,ohio,pHardcoal,2050,capaConvResi,4.75,
usa,oklahoma,pHardcoal,2015,capaConvResi,11.728,
usa,oklahoma,pHardcoal,2020,capaConvResi,8.796,
usa,oklahoma,pHardcoal,2025,capaConvResi,6.597,
usa,oklahoma,pHardcoal,2030,capaConvResi,4.948,
usa,oklahoma,pHardcoal,2035,capaConvResi,3.711,
usa,oklahoma,pHardcoal,2040,capaConvResi,2.783,
usa,oklahoma,pHardcoal,2045,capaConvResi,2.087,
usa,oklahoma,pHardcoal,2050,capaConvResi,1.565,
usa,oregon,pHardcoal,2015,capaConvResi,1.4,
usa,oregon,pHardcoal,2020,capaConvResi,1.05,
usa,oregon,pHardcoal,2025,capaConvResi,0.787,
usa,oregon,pHardcoal,2030,capaConvResi,0.591,
usa,oregon,pHardcoal,2035,capaConvResi,0.443,
usa,oregon,pHardcoal,2040,capaConvResi,0.332,
usa,oregon,pHardcoal,2045,capaConvResi,0.249,
usa,oregon,pHardcoal,2050,capaConvResi,0.187,
usa,pennsylvania,pHardcoal,2015,capaConvResi,28.124,
usa,pennsylvania,pHardcoal,2020,capaConvResi,21.093,
usa,pennsylvania,pHardcoal,2025,capaConvResi,15.82,
usa,pennsylvania,pHardcoal,2030,capaConvResi,11.865,
usa,pennsylvania,pHardcoal,2035,capaConvResi,8.899,
usa,pennsylvania,pHardcoal,2040,capaConvResi,6.674,
usa,pennsylvania,pHardcoal,2045,capaConvResi,5.006,
usa,pennsylvania,pHardcoal,2050,capaConvResi,3.754,
usa,southCarolina,pHardcoal,2015,capaConvResi,12.568,
usa,southCarolina,pHardcoal,2020,capaConvResi,9.426,
usa,southCarolina,pHardcoal,2025,capaConvResi,7.069,
usa,southCarolina,pHardcoal,2030,capaConvResi,5.302,
usa,southCarolina,pHardcoal,2035,capaConvResi,3.977,
usa,southCarolina,pHardcoal,2040,capaConvResi,2.982,
usa,southCarolina,pHardcoal,2045,capaConvResi,2.237,
usa,southCarolina,pHardcoal,2050,capaConvResi,1.678,
usa,tennessee,pHardcoal,2015,capaConvResi,16.338,
usa,tennessee,pHardcoal,2020,capaConvResi,12.254,
usa,tennessee,pHardcoal,2025,capaConvResi,9.19,
usa,tennessee,pHardcoal,2030,capaConvResi,6.893,
usa,tennessee,pHardcoal,2035,capaConvResi,5.17,
usa,tennessee,pHardcoal,2040,capaConvResi,3.877,
usa,tennessee,pHardcoal,2045,capaConvResi,2.908,
usa,tennessee,pHardcoal,2050,capaConvResi,2.181,
usa,texas,pHardcoal,2015,capaConvResi,40.356,
usa,texas,pHardcoal,2020,capaConvResi,30.267,
usa,texas,pHardcoal,2025,capaConvResi,22.7,
usa,texas,pHardcoal,2030,capaConvResi,17.025,
usa,texas,pHardcoal,2035,capaConvResi,12.769,
usa,texas,pHardcoal,2040,capaConvResi,9.577,
usa,texas,pHardcoal,2045,capaConvResi,7.182,
usa,texas,pHardcoal,2050,capaConvResi,5.387,
usa,utah,pHardcoal,2015,capaConvResi,10.886,
usa,utah,pHardcoal,2020,capaConvResi,8.165,
usa,utah,pHardcoal,2025,capaConvResi,6.124,
usa,utah,pHardcoal,2030,capaConvResi,4.593,
usa,utah,pHardcoal,2035,capaConvResi,3.445,
usa,utah,pHardcoal,2040,capaConvResi,2.583,
usa,utah,pHardcoal,2045,capaConvResi,1.938,
usa,utah,pHardcoal,2050,capaConvResi,1.453,
usa,virginia,pHardcoal,2015,capaConvResi,9.225,
usa,virginia,pHardcoal,2020,capaConvResi,6.918,
usa,virginia,pHardcoal,2025,capaConvResi,5.189,
usa,virginia,pHardcoal,2030,capaConvResi,3.892,
usa,virginia,pHardcoal,2035,capaConvResi,2.919,
usa,virginia,pHardcoal,2040,capaConvResi,2.189,
usa,virginia,pHardcoal,2045,capaConvResi,1.642,
usa,virginia,pHardcoal,2050,capaConvResi,1.231,
usa,washington,pHardcoal,2015,capaConvResi,3.182,
usa,washington,pHardcoal,2020,capaConvResi,2.387,
usa,washington,pHardcoal,2025,capaConvResi,1.79,
usa,washington,pHardcoal,2030,capaConvResi,1.342,
usa,washington,pHardcoal,2035,capaConvResi,1.007,
usa,washington,pHardcoal,2040,capaConvResi,0.755,
usa,washington,pHardcoal,2045,capaConvResi,0.566,
usa,washington,pHardcoal,2050,capaConvResi,0.425,
usa,wisconsin,pHardcoal,2015,capaConvResi,16.903,
usa,wisconsin,pHardcoal,2020,capaConvResi,12.677,
usa,wisconsin,pHardcoal,2025,capaConvResi,9.508,
usa,wisconsin,pHardcoal,2030,capaConvResi,7.131,
usa,wisconsin,pHardcoal,2035,capaConvResi,5.348,
usa,wisconsin,pHardcoal,2040,capaConvResi,4.011,
usa,wisconsin,pHardcoal,2045,capaConvResi,3.008,
usa,wisconsin,pHardcoal,2050,capaConvResi,2.256,
usa,westVirginia,pHardcoal,2015,capaConvResi,11.961,
usa,westVirginia,pHardcoal,2020,capaConvResi,8.971,
usa,westVirginia,pHardcoal,2025,capaConvResi,6.728,
usa,westVirginia,pHardcoal,2030,capaConvResi,5.046,
usa,westVirginia,pHardcoal,2035,capaConvResi,3.784,
usa,westVirginia,pHardcoal,2040,capaConvResi,2.838,
usa,westVirginia,pHardcoal,2045,capaConvResi,2.129,
usa,westVirginia,pHardcoal,2050,capaConvResi,1.597,
usa,wyoming,pHardcoal,2015,capaConvResi,15.658,
usa,wyoming,pHardcoal,2020,capaConvResi,11.743,
usa,wyoming,pHardcoal,2025,capaConvResi,8.808,
usa,wyoming,pHardcoal,2030,capaConvResi,6.606,
usa,wyoming,pHardcoal,2035,capaConvResi,4.954,
usa,wyoming,pHardcoal,2040,capaConvResi,3.716,
usa,wyoming,pHardcoal,2045,capaConvResi,2.787,
usa,wyoming,pHardcoal,2050,capaConvResi,2.09,
usa,alabama,pNuclear,2015,capaConvResi,13.364,
usa,alabama,pNuclear,2020,capaConvResi,12.028,
usa,alabama,pNuclear,2025,capaConvResi,10.825,
usa,alabama,pNuclear,2030,capaConvResi,9.742,
usa,alabama,pNuclear,2035,capaConvResi,8.768,
usa,alabama,pNuclear,2040,capaConvResi,7.891,
usa,arkansas,pNuclear,2015,capaConvResi,4.678,
usa,arkansas,pNuclear,2020,capaConvResi,4.21,
usa,arkansas,pNuclear,2025,capaConvResi,3.789,
usa,arkansas,pNuclear,2030,capaConvResi,3.41,
usa,arkansas,pNuclear,2035,capaConvResi,3.069,
usa,arkansas,pNuclear,2040,capaConvResi,2.762,
usa,arizona,pNuclear,2015,capaConvResi,10.674,
usa,arizona,pNuclear,2020,capaConvResi,9.607,
usa,arizona,pNuclear,2025,capaConvResi,8.646,
usa,arizona,pNuclear,2030,capaConvResi,7.781,
usa,arizona,pNuclear,2035,capaConvResi,7.003,
usa,arizona,pNuclear,2040,capaConvResi,6.303,
usa,california,pNuclear,2015,capaConvResi,5.89,
usa,california,pNuclear,2020,capaConvResi,5.301,
usa,california,pNuclear,2025,capaConvResi,4.771,
usa,california,pNuclear,2030,capaConvResi,4.294,
usa,california,pNuclear,2035,capaConvResi,3.865,
usa,california,pNuclear,2040,capaConvResi,3.478,
usa,connecticut,pNuclear,2015,capaConvResi,5.484,
usa,connecticut,pNuclear,2020,capaConvResi,4.936,
usa,connecticut,pNuclear,2025,capaConvResi,4.442,
usa,connecticut,pNuclear,2030,capaConvResi,3.998,
usa,connecticut,pNuclear,2035,capaConvResi,3.598,
usa,connecticut,pNuclear,2040,capaConvResi,3.238,
usa,florida,pNuclear,2015,capaConvResi,9.628,
usa,florida,pNuclear,2020,capaConvResi,8.666,
usa,florida,pNuclear,2025,capaConvResi,7.799,
usa,florida,pNuclear,2030,capaConvResi,7.019,
usa,florida,pNuclear,2035,capaConvResi,6.317,
usa,florida,pNuclear,2040,capaConvResi,5.685,
usa,georgia,pNuclear,2015,capaConvResi,10.249,
usa,georgia,pNuclear,2020,capaConvResi,9.224,
usa,georgia,pNuclear,2025,capaConvResi,8.301,
usa,georgia,pNuclear,2030,capaConvResi,7.471,
usa,georgia,pNuclear,2035,capaConvResi,6.724,
usa,georgia,pNuclear,2040,capaConvResi,6.052,
usa,iowa,pNuclear,2015,capaConvResi,1.723,
usa,iowa,pNuclear,2020,capaConvResi,1.551,
usa,iowa,pNuclear,2025,capaConvResi,1.396,
usa,iowa,pNuclear,2030,capaConvResi,1.256,
usa,iowa,pNuclear,2035,capaConvResi,1.13,
usa,iowa,pNuclear,2040,capaConvResi,1.017,
usa,illinois,pNuclear,2015,capaConvResi,31.48,
usa,illinois,pNuclear,2020,capaConvResi,28.332,
usa,illinois,pNuclear,2025,capaConvResi,25.499,
usa,illinois,pNuclear,2030,capaConvResi,22.949,
usa,illinois,pNuclear,2035,capaConvResi,20.654,
usa,illinois,pNuclear,2040,capaConvResi,18.589,
usa,kansas,pNuclear,2015,capaConvResi,3.214,
usa,kansas,pNuclear,2020,capaConvResi,2.893,
usa,kansas,pNuclear,2025,capaConvResi,2.604,
usa,kansas,pNuclear,2030,capaConvResi,2.343,
usa,kansas,pNuclear,2035,capaConvResi,2.109,
usa,kansas,pNuclear,2040,capaConvResi,1.898,
usa,louisiana,pNuclear,2015,capaConvResi,5.669,
usa,louisiana,pNuclear,2020,capaConvResi,5.102,
usa,louisiana,pNuclear,2025,capaConvResi,4.592,
usa,louisiana,pNuclear,2030,capaConvResi,4.133,
usa,louisiana,pNuclear,2035,capaConvResi,3.719,
usa,louisiana,pNuclear,2040,capaConvResi,3.347,
usa,massachusetts,pNuclear,2015,capaConvResi,1.699,
usa,massachusetts,pNuclear,2020,capaConvResi,1.529,
usa,massachusetts,pNuclear,2025,capaConvResi,1.376,
usa,massachusetts,pNuclear,2030,capaConvResi,1.238,
usa,massachusetts,pNuclear,2035,capaConvResi,1.115,
usa,massachusetts,pNuclear,2040,capaConvResi,1.003,
usa,maryland,pNuclear,2015,capaConvResi,4.637,
usa,maryland,pNuclear,2020,capaConvResi,4.173,
usa,maryland,pNuclear,2025,capaConvResi,3.756,
usa,maryland,pNuclear,2030,capaConvResi,3.38,
usa,maryland,pNuclear,2035,capaConvResi,3.042,
usa,maryland,pNuclear,2040,capaConvResi,2.738,
usa,michigan,pNuclear,2015,capaConvResi,10.939,
usa,michigan,pNuclear,2020,capaConvResi,9.845,
usa,michigan,pNuclear,2025,capaConvResi,8.861,
usa,michigan,pNuclear,2030,capaConvResi,7.975,
usa,michigan,pNuclear,2035,capaConvResi,7.177,
usa,michigan,pNuclear,2040,capaConvResi,6.459,
usa,minnesota,pNuclear,2015,capaConvResi,4.745,
usa,minnesota,pNuclear,2020,capaConvResi,4.27,
usa,minnesota,pNuclear,2025,capaConvResi,3.843,
usa,minnesota,pNuclear,2030,capaConvResi,3.459,
usa,minnesota,pNuclear,2035,capaConvResi,3.113,
usa,minnesota,pNuclear,2040,capaConvResi,2.802,
usa,missouri,pNuclear,2015,capaConvResi,3.134,
usa,missouri,pNuclear,2020,capaConvResi,2.82,
usa,missouri,pNuclear,2025,capaConvResi,2.538,
usa,missouri,pNuclear,2030,capaConvResi,2.284,
usa,missouri,pNuclear,2035,capaConvResi,2.056,
usa,missouri,pNuclear,2040,capaConvResi,1.85,
usa,mississippi,pNuclear,2015,capaConvResi,3.651,
usa,mississippi,pNuclear,2020,capaConvResi,3.286,
usa,mississippi,pNuclear,2025,capaConvResi,2.958,
usa,mississippi,pNuclear,2030,capaConvResi,2.662,
usa,mississippi,pNuclear,2035,capaConvResi,2.396,
usa,mississippi,pNuclear,2040,capaConvResi,2.156,
usa,northCarolina,pNuclear,2015,capaConvResi,13.679,
usa,northCarolina,pNuclear,2020,capaConvResi,12.311,
usa,northCarolina,pNuclear,2025,capaConvResi,11.08,
usa,northCarolina,pNuclear,2030,capaConvResi,9.972,
usa,northCarolina,pNuclear,2035,capaConvResi,8.975,
usa,northCarolina,pNuclear,2040,capaConvResi,8.077,
usa,nebraska,pNuclear,2015,capaConvResi,3.304,
usa,nebraska,pNuclear,2020,capaConvResi,2.974,
usa,nebraska,pNuclear,2025,capaConvResi,2.676,
usa,nebraska,pNuclear,2030,capaConvResi,2.409,
usa,nebraska,pNuclear,2035,capaConvResi,2.168,
usa,nebraska,pNuclear,2040,capaConvResi,1.951,
usa,newHampshire,pNuclear,2015,capaConvResi,3.149,
usa,newHampshire,pNuclear,2020,capaConvResi,2.834,
usa,newHampshire,pNuclear,2025,capaConvResi,2.551,
usa,newHampshire,pNuclear,2030,capaConvResi,2.296,
usa,newHampshire,pNuclear,2035,capaConvResi,2.066,
usa,newHampshire,pNuclear,2040,capaConvResi,1.86,
usa,newJersey,pNuclear,2015,capaConvResi,10.601,
usa,newJersey,pNuclear,2020,capaConvResi,9.541,
usa,newJersey,pNuclear,2025,capaConvResi,8.587,
usa,newJersey,pNuclear,2030,capaConvResi,7.728,
usa,newJersey,pNuclear,2035,capaConvResi,6.955,
usa,newJersey,pNuclear,2040,capaConvResi,6.26,
usa,newYork,pNuclear,2015,capaConvResi,14.474,
usa,newYork,pNuclear,2020,capaConvResi,13.026,
usa,newYork,pNuclear,2025,capaConvResi,11.724,
usa,newYork,pNuclear,2030,capaConvResi,10.551,
usa,newYork,pNuclear,2035,capaConvResi,9.496,
usa,newYork,pNuclear,2040,capaConvResi,8.547,
usa,ohio,pNuclear,2015,capaConvResi,5.672,
usa,ohio,pNuclear,2020,capaConvResi,5.105,
usa,ohio,pNuclear,2025,capaConvResi,4.594,
usa,ohio,pNuclear,2030,capaConvResi,4.135,
usa,ohio,pNuclear,2035,capaConvResi,3.721,
usa,ohio,pNuclear,2040,capaConvResi,3.349,
usa,pennsylvania,pNuclear,2015,capaConvResi,26.174,
usa,pennsylvania,pNuclear,2020,capaConvResi,23.557,
usa,pennsylvania,pNuclear,2025,capaConvResi,21.201,
usa,pennsylvania,pNuclear,2030,capaConvResi,19.081,
usa,pennsylvania,pNuclear,2035,capaConvResi,17.173,
usa,pennsylvania,pNuclear,2040,capaConvResi,15.456,
usa,southCarolina,pNuclear,2015,capaConvResi,17.433,
usa,southCarolina,pNuclear,2020,capaConvResi,15.69,
usa,southCarolina,pNuclear,2025,capaConvResi,14.121,
usa,southCarolina,pNuclear,2030,capaConvResi,12.709,
usa,southCarolina,pNuclear,2035,capaConvResi,11.438,
usa,southCarolina,pNuclear,2040,capaConvResi,10.294,
usa,tennessee,pNuclear,2015,capaConvResi,9.41,
usa,tennessee,pNuclear,2020,capaConvResi,8.469,
usa,tennessee,pNuclear,2025,capaConvResi,7.622,
usa,tennessee,pNuclear,2030,capaConvResi,6.86,
usa,tennessee,pNuclear,2035,capaConvResi,6.174,
usa,tennessee,pNuclear,2040,capaConvResi,5.556,
usa,texas,pNuclear,2015,capaConvResi,13.03,
usa,texas,pNuclear,2020,capaConvResi,11.727,
usa,texas,pNuclear,2025,capaConvResi,10.554,
usa,texas,pNuclear,2030,capaConvResi,9.499,
usa,texas,pNuclear,2035,capaConvResi,8.549,
usa,texas,pNuclear,2040,capaConvResi,7.694,
usa,virginia,pNuclear,2015,capaConvResi,9.266,
usa,virginia,pNuclear,2020,capaConvResi,8.34,
usa,virginia,pNuclear,2025,capaConvResi,7.506,
usa,virginia,pNuclear,2030,capaConvResi,6.755,
usa,virginia,pNuclear,2035,capaConvResi,6.08,
usa,virginia,pNuclear,2040,capaConvResi,5.472,
usa,washington,pNuclear,2015,capaConvResi,3.043,
usa,washington,pNuclear,2020,capaConvResi,2.739,
usa,washington,pNuclear,2025,capaConvResi,2.465,
usa,washington,pNuclear,2030,capaConvResi,2.218,
usa,washington,pNuclear,2035,capaConvResi,1.996,
usa,washington,pNuclear,2040,capaConvResi,1.797,
usa,wisconsin,pNuclear,2015,capaConvResi,3.261,
usa,wisconsin,pNuclear,2020,capaConvResi,2.935,
usa,wisconsin,pNuclear,2025,capaConvResi,2.641,
usa,wisconsin,pNuclear,2030,capaConvResi,2.377,
usa,wisconsin,pNuclear,2035,capaConvResi,2.139,
usa,wisconsin,pNuclear,2040,capaConvResi,1.926,
usa,alabama,pOil,2015,capaConvResi,0.122,
usa,alabama,pOil,2020,capaConvResi,0.091,
usa,alabama,pOil,2025,capaConvResi,0.068,
usa,alabama,pOil,2030,capaConvResi,0.051,
usa,alabama,pOil,2035,capaConvResi,0.038,
usa,alabama,pOil,2040,capaConvResi,0.029,
usa,arkansas,pOil,2015,capaConvResi,0.031,
usa,arizona,pOil,2015,capaConvResi,0.326,
usa,arizona,pOil,2020,capaConvResi,0.245,
usa,arizona,pOil,2025,capaConvResi,0.184,
usa,arizona,pOil,2030,capaConvResi,0.138,
usa,arizona,pOil,2035,capaConvResi,0.103,
usa,arizona,pOil,2040,capaConvResi,0.077,
usa,arizona,pOil,2045,capaConvResi,0.058,
usa,arizona,pOil,2050,capaConvResi,0.044,
usa,california,pOil,2015,capaConvResi,1.299,
usa,california,pOil,2020,capaConvResi,0.974,
usa,california,pOil,2025,capaConvResi,0.731,
usa,california,pOil,2030,capaConvResi,0.548,
usa,california,pOil,2035,capaConvResi,0.411,
usa,california,pOil,2040,capaConvResi,0.308,
usa,california,pOil,2045,capaConvResi,0.231,
usa,california,pOil,2050,capaConvResi,0.173,
usa,colorado,pOil,2015,capaConvResi,0.516,
usa,colorado,pOil,2020,capaConvResi,0.387,
usa,colorado,pOil,2025,capaConvResi,0.29,
usa,colorado,pOil,2030,capaConvResi,0.218,
usa,colorado,pOil,2035,capaConvResi,0.163,
usa,colorado,pOil,2040,capaConvResi,0.122,
usa,colorado,pOil,2045,capaConvResi,0.092,
usa,colorado,pOil,2050,capaConvResi,0.069,
usa,connecticut,pOil,2015,capaConvResi,7.165,
usa,connecticut,pOil,2020,capaConvResi,5.374,
usa,connecticut,pOil,2025,capaConvResi,4.03,
usa,connecticut,pOil,2030,capaConvResi,3.023,
usa,connecticut,pOil,2035,capaConvResi,2.267,
usa,connecticut,pOil,2040,capaConvResi,1.7,
usa,connecticut,pOil,2045,capaConvResi,1.275,
usa,connecticut,pOil,2050,capaConvResi,0.956,
usa,delaware,pOil,2015,capaConvResi,0.309,
usa,delaware,pOil,2020,capaConvResi,0.232,
usa,delaware,pOil,2025,capaConvResi,0.174,
usa,delaware,pOil,2030,capaConvResi,0.13,
usa,delaware,pOil,2035,capaConvResi,0.098,
usa,delaware,pOil,2040,capaConvResi,0.073,
usa,delaware,pOil,2045,capaConvResi,0.055,
usa,delaware,pOil,2050,capaConvResi,0.041,
usa,florida,pOil,2015,capaConvResi,17.393,
usa,florida,pOil,2020,capaConvResi,13.045,
usa,florida,pOil,2025,capaConvResi,9.784,
usa,florida,pOil,2030,capaConvResi,7.338,
usa,florida,pOil,2035,capaConvResi,5.503,
usa,florida,pOil,2040,capaConvResi,4.127,
usa,florida,pOil,2045,capaConvResi,3.096,
usa,florida,pOil,2050,capaConvResi,2.322,
usa,georgia,pOil,2015,capaConvResi,2.901,
usa,georgia,pOil,2020,capaConvResi,2.176,
usa,georgia,pOil,2025,capaConvResi,1.632,
usa,georgia,pOil,2030,capaConvResi,1.224,
usa,georgia,pOil,2035,capaConvResi,0.918,
usa,georgia,pOil,2040,capaConvResi,0.689,
usa,georgia,pOil,2045,capaConvResi,0.516,
usa,georgia,pOil,2050,capaConvResi,0.387,
usa,iowa,pOil,2015,capaConvResi,2.891,
usa,iowa,pOil,2020,capaConvResi,2.168,
usa,iowa,pOil,2025,capaConvResi,1.626,
usa,iowa,pOil,2030,capaConvResi,1.22,
usa,iowa,pOil,2035,capaConvResi,0.915,
usa,iowa,pOil,2040,capaConvResi,0.686,
usa,iowa,pOil,2045,capaConvResi,0.514,
usa,iowa,pOil,2050,capaConvResi,0.386,
usa,illinois,pOil,2015,capaConvResi,2.045,
usa,illinois,pOil,2020,capaConvResi,1.534,
usa,illinois,pOil,2025,capaConvResi,1.15,
usa,illinois,pOil,2030,capaConvResi,0.863,
usa,illinois,pOil,2035,capaConvResi,0.647,
usa,illinois,pOil,2040,capaConvResi,0.485,
usa,illinois,pOil,2045,capaConvResi,0.364,
usa,illinois,pOil,2050,capaConvResi,0.273,
usa,indiana,pOil,2015,capaConvResi,1.515,
usa,indiana,pOil,2020,capaConvResi,1.136,
usa,indiana,pOil,2025,capaConvResi,0.852,
usa,indiana,pOil,2030,capaConvResi,0.639,
usa,indiana,pOil,2035,capaConvResi,0.479,
usa,indiana,pOil,2040,capaConvResi,0.36,
usa,indiana,pOil,2045,capaConvResi,0.27,
usa,indiana,pOil,2050,capaConvResi,0.202,
usa,kansas,pOil,2015,capaConvResi,1.601,
usa,kansas,pOil,2020,capaConvResi,1.201,
usa,kansas,pOil,2025,capaConvResi,0.9,
usa,kansas,pOil,2030,capaConvResi,0.675,
usa,kansas,pOil,2035,capaConvResi,0.506,
usa,kansas,pOil,2040,capaConvResi,0.38,
usa,kansas,pOil,2045,capaConvResi,0.285,
usa,kansas,pOil,2050,capaConvResi,0.214,
usa,kentucky,pOil,2015,capaConvResi,0.273,
usa,kentucky,pOil,2020,capaConvResi,0.205,
usa,kentucky,pOil,2025,capaConvResi,0.154,
usa,kentucky,pOil,2030,capaConvResi,0.115,
usa,kentucky,pOil,2035,capaConvResi,0.087,
usa,kentucky,pOil,2040,capaConvResi,0.065,
usa,kentucky,pOil,2045,capaConvResi,0.049,
usa,kentucky,pOil,2050,capaConvResi,0.037,
usa,louisiana,pOil,2015,capaConvResi,1.931,
usa,louisiana,pOil,2020,capaConvResi,1.448,
usa,louisiana,pOil,2025,capaConvResi,1.086,
usa,louisiana,pOil,2030,capaConvResi,0.815,
usa,louisiana,pOil,2035,capaConvResi,0.611,
usa,louisiana,pOil,2040,capaConvResi,0.458,
usa,louisiana,pOil,2045,capaConvResi,0.344,
usa,louisiana,pOil,2050,capaConvResi,0.258,
usa,massachusetts,pOil,2015,capaConvResi,8.717,
usa,massachusetts,pOil,2020,capaConvResi,6.538,
usa,massachusetts,pOil,2025,capaConvResi,4.903,
usa,massachusetts,pOil,2030,capaConvResi,3.678,
usa,massachusetts,pOil,2035,capaConvResi,2.758,
