region_1,region_2,carrier_1,timestep_2,timestep_3,parameter,value
usa,oklahoma,power,2030,q2p,dem,12.87
usa,oklahoma,power,2035,q2p,dem,14.15
usa,oklahoma,power,2040,q2p,dem,15.54
usa,oklahoma,power,2045,q2p,dem,17.07
usa,oklahoma,power,2050,q2p,dem,18.76
usa,oklahoma,power,2015,q2a,dem,6.56
usa,oklahoma,power,2020,q2a,dem,7.2
usa,oklahoma,power,2025,q2a,dem,7.91
usa,oklahoma,power,2030,q2a,dem,8.69
usa,oklahoma,power,2035,q2a,dem,9.55
usa,oklahoma,power,2040,q2a,dem,10.5
usa,oklahoma,power,2045,q2a,dem,11.53
usa,oklahoma,power,2050,q2a,dem,12.67
usa,oklahoma,power,2015,q3n,dem,6.99
usa,oklahoma,power,2020,q3n,dem,7.67
usa,oklahoma,power,2025,q3n,dem,8.43
usa,oklahoma,power,2030,q3n,dem,9.26
usa,oklahoma,power,2035,q3n,dem,10.18
usa,oklahoma,power,2040,q3n,dem,11.18
usa,oklahoma,power,2045,q3n,dem,12.29
usa,oklahoma,power,2050,q3n,dem,13.5
usa,oklahoma,power,2015,q3m,dem,3.22
usa,oklahoma,power,2020,q3m,dem,3.54
usa,oklahoma,power,2025,q3m,dem,3.89
usa,oklahoma,power,2030,q3m,dem,4.27
usa,oklahoma,power,2035,q3m,dem,4.69
usa,oklahoma,power,2040,q3m,dem,5.16
usa,oklahoma,power,2045,q3m,dem,5.66
usa,oklahoma,power,2050,q3m,dem,6.22
usa,oklahoma,power,2015,q3p,dem,13.64
usa,oklahoma,power,2020,q3p,dem,14.99
usa,oklahoma,power,2025,q3p,dem,16.47
usa,oklahoma,power,2030,q3p,dem,18.09
usa,oklahoma,power,2035,q3p,dem,19.88
usa,oklahoma,power,2040,q3p,dem,21.84
usa,oklahoma,power,2045,q3p,dem,24
usa,oklahoma,power,2050,q3p,dem,26.36
usa,oklahoma,power,2015,q3a,dem,8.81
usa,oklahoma,power,2020,q3a,dem,9.68
usa,oklahoma,power,2025,q3a,dem,10.63
usa,oklahoma,power,2030,q3a,dem,11.68
usa,oklahoma,power,2035,q3a,dem,12.83
usa,oklahoma,power,2040,q3a,dem,14.1
usa,oklahoma,power,2045,q3a,dem,15.49
usa,oklahoma,power,2050,q3a,dem,17.02
usa,oklahoma,power,2015,q4n,dem,6.25
usa,oklahoma,power,2020,q4n,dem,6.87
usa,oklahoma,power,2025,q4n,dem,7.55
usa,oklahoma,power,2030,q4n,dem,8.29
usa,oklahoma,power,2035,q4n,dem,9.11
usa,oklahoma,power,2040,q4n,dem,10.01
usa,oklahoma,power,2045,q4n,dem,10.99
usa,oklahoma,power,2050,q4n,dem,12.08
usa,oklahoma,power,2015,q4m,dem,3.28
usa,oklahoma,power,2020,q4m,dem,3.6
usa,oklahoma,power,2025,q4m,dem,3.96
usa,oklahoma,power,2030,q4m,dem,4.35
usa,oklahoma,power,2035,q4m,dem,4.77
usa,oklahoma,power,2040,q4m,dem,5.25
usa,oklahoma,power,2045,q4m,dem,5.76
usa,oklahoma,power,2050,q4m,dem,6.33
usa,oklahoma,power,2015,q4p,dem,9.56
usa,oklahoma,power,2020,q4p,dem,10.51
usa,oklahoma,power,2025,q4p,dem,11.54
usa,oklahoma,power,2030,q4p,dem,12.68
usa,oklahoma,power,2035,q4p,dem,13.93
usa,oklahoma,power,2040,q4p,dem,15.31
usa,oklahoma,power,2045,q4p,dem,16.82
usa,oklahoma,power,2050,q4p,dem,18.48
usa,oklahoma,power,2015,q4a,dem,7.14
usa,oklahoma,power,2020,q4a,dem,7.84
usa,oklahoma,power,2025,q4a,dem,8.62
usa,oklahoma,power,2030,q4a,dem,9.47
usa,oklahoma,power,2035,q4a,dem,10.4
usa,oklahoma,power,2040,q4a,dem,11.43
usa,oklahoma,power,2045,q4a,dem,12.55
usa,oklahoma,power,2050,q4a,dem,13.79
usa,oregon,power,2015,q1n,dem,7.16
usa,oregon,power,2020,q1n,dem,7.86
usa,oregon,power,2025,q1n,dem,8.64
usa,oregon,power,2030,q1n,dem,9.49
usa,oregon,power,2035,q1n,dem,10.43
usa,oregon,power,2040,q1n,dem,11.46
usa,oregon,power,2045,q1n,dem,12.59
usa,oregon,power,2050,q1n,dem,13.83
usa,oregon,power,2015,q1m,dem,2.6
usa,oregon,power,2020,q1m,dem,2.85
usa,oregon,power,2025,q1m,dem,3.13
usa,oregon,power,2030,q1m,dem,3.44
usa,oregon,power,2035,q1m,dem,3.78
usa,oregon,power,2040,q1m,dem,4.15
usa,oregon,power,2045,q1m,dem,4.56
usa,oregon,power,2050,q1m,dem,5.01
usa,oregon,power,2015,q1p,dem,8.19
usa,oregon,power,2020,q1p,dem,9
usa,oregon,power,2025,q1p,dem,9.88
usa,oregon,power,2030,q1p,dem,10.86
usa,oregon,power,2035,q1p,dem,11.93
usa,oregon,power,2040,q1p,dem,13.11
usa,oregon,power,2045,q1p,dem,14.4
usa,oregon,power,2050,q1p,dem,15.82
usa,oregon,power,2015,q1a,dem,6.57
usa,oregon,power,2020,q1a,dem,7.22
usa,oregon,power,2025,q1a,dem,7.93
usa,oregon,power,2030,q1a,dem,8.72
usa,oregon,power,2035,q1a,dem,9.58
usa,oregon,power,2040,q1a,dem,10.52
usa,oregon,power,2045,q1a,dem,11.56
usa,oregon,power,2050,q1a,dem,12.7
usa,oregon,power,2015,q2n,dem,5.37
usa,oregon,power,2020,q2n,dem,5.9
usa,oregon,power,2025,q2n,dem,6.49
usa,oregon,power,2030,q2n,dem,7.13
usa,oregon,power,2035,q2n,dem,7.83
usa,oregon,power,2040,q2n,dem,8.6
usa,oregon,power,2045,q2n,dem,9.45
usa,oregon,power,2050,q2n,dem,10.38
usa,oregon,power,2015,q2m,dem,2.38
usa,oregon,power,2020,q2m,dem,2.61
usa,oregon,power,2025,q2m,dem,2.87
usa,oregon,power,2030,q2m,dem,3.15
usa,oregon,power,2035,q2m,dem,3.46
usa,oregon,power,2040,q2m,dem,3.8
usa,oregon,power,2045,q2m,dem,4.18
usa,oregon,power,2050,q2m,dem,4.59
usa,oregon,power,2015,q2p,dem,6.88
usa,oregon,power,2020,q2p,dem,7.55
usa,oregon,power,2025,q2p,dem,8.3
usa,oregon,power,2030,q2p,dem,9.12
usa,oregon,power,2035,q2p,dem,10.02
usa,oregon,power,2040,q2p,dem,11.01
usa,oregon,power,2045,q2p,dem,12.09
usa,oregon,power,2050,q2p,dem,13.29
usa,oregon,power,2015,q2a,dem,4.89
usa,oregon,power,2020,q2a,dem,5.37
usa,oregon,power,2025,q2a,dem,5.9
usa,oregon,power,2030,q2a,dem,6.48
usa,oregon,power,2035,q2a,dem,7.12
usa,oregon,power,2040,q2a,dem,7.83
usa,oregon,power,2045,q2a,dem,8.6
usa,oregon,power,2050,q2a,dem,9.45
usa,oregon,power,2015,q3n,dem,4.76
usa,oregon,power,2020,q3n,dem,5.22
usa,oregon,power,2025,q3n,dem,5.74
usa,oregon,power,2030,q3n,dem,6.31
usa,oregon,power,2035,q3n,dem,6.93
usa,oregon,power,2040,q3n,dem,7.61
usa,oregon,power,2045,q3n,dem,8.36
usa,oregon,power,2050,q3n,dem,9.19
usa,oregon,power,2015,q3m,dem,2.16
usa,oregon,power,2020,q3m,dem,2.38
usa,oregon,power,2025,q3m,dem,2.61
usa,oregon,power,2030,q3m,dem,2.87
usa,oregon,power,2035,q3m,dem,3.15
usa,oregon,power,2040,q3m,dem,3.46
usa,oregon,power,2045,q3m,dem,3.8
usa,oregon,power,2050,q3m,dem,4.18
usa,oregon,power,2015,q3p,dem,6.55
usa,oregon,power,2020,q3p,dem,7.19
usa,oregon,power,2025,q3p,dem,7.9
usa,oregon,power,2030,q3p,dem,8.68
usa,oregon,power,2035,q3p,dem,9.54
usa,oregon,power,2040,q3p,dem,10.48
usa,oregon,power,2045,q3p,dem,11.52
usa,oregon,power,2050,q3p,dem,12.65
usa,oregon,power,2015,q3a,dem,4.95
usa,oregon,power,2020,q3a,dem,5.44
usa,oregon,power,2025,q3a,dem,5.97
usa,oregon,power,2030,q3a,dem,6.56
usa,oregon,power,2035,q3a,dem,7.21
usa,oregon,power,2040,q3a,dem,7.92
usa,oregon,power,2045,q3a,dem,8.7
usa,oregon,power,2050,q3a,dem,9.56
usa,oregon,power,2015,q4n,dem,6.49
usa,oregon,power,2020,q4n,dem,7.13
usa,oregon,power,2025,q4n,dem,7.84
usa,oregon,power,2030,q4n,dem,8.61
usa,oregon,power,2035,q4n,dem,9.46
usa,oregon,power,2040,q4n,dem,10.39
usa,oregon,power,2045,q4n,dem,11.42
usa,oregon,power,2050,q4n,dem,12.54
usa,oregon,power,2015,q4m,dem,2.6
usa,oregon,power,2020,q4m,dem,2.86
usa,oregon,power,2025,q4m,dem,3.14
usa,oregon,power,2030,q4m,dem,3.45
usa,oregon,power,2035,q4m,dem,3.79
usa,oregon,power,2040,q4m,dem,4.16
usa,oregon,power,2045,q4m,dem,4.57
usa,oregon,power,2050,q4m,dem,5.02
usa,oregon,power,2015,q4p,dem,8.15
usa,oregon,power,2020,q4p,dem,8.96
usa,oregon,power,2025,q4p,dem,9.84
usa,oregon,power,2030,q4p,dem,10.81
usa,oregon,power,2035,q4p,dem,11.88
usa,oregon,power,2040,q4p,dem,13.05
usa,oregon,power,2045,q4p,dem,14.34
usa,oregon,power,2050,q4p,dem,15.76
usa,oregon,power,2015,q4a,dem,6.64
usa,oregon,power,2020,q4a,dem,7.29
usa,oregon,power,2025,q4a,dem,8.01
usa,oregon,power,2030,q4a,dem,8.81
usa,oregon,power,2035,q4a,dem,9.67
usa,oregon,power,2040,q4a,dem,10.63
usa,oregon,power,2045,q4a,dem,11.68
usa,oregon,power,2050,q4a,dem,12.83
usa,pennsylvania,power,2015,q1n,dem,22.34
usa,pennsylvania,power,2020,q1n,dem,24.54
usa,pennsylvania,power,2025,q1n,dem,26.97
usa,pennsylvania,power,2030,q1n,dem,29.63
usa,pennsylvania,power,2035,q1n,dem,32.55
usa,pennsylvania,power,2040,q1n,dem,35.76
usa,pennsylvania,power,2045,q1n,dem,39.29
usa,pennsylvania,power,2050,q1n,dem,43.17
usa,pennsylvania,power,2015,q1m,dem,8.43
usa,pennsylvania,power,2020,q1m,dem,9.26
usa,pennsylvania,power,2025,q1m,dem,10.18
usa,pennsylvania,power,2030,q1m,dem,11.18
usa,pennsylvania,power,2035,q1m,dem,12.28
usa,pennsylvania,power,2040,q1m,dem,13.5
usa,pennsylvania,power,2045,q1m,dem,14.83
usa,pennsylvania,power,2050,q1m,dem,16.29
usa,pennsylvania,power,2015,q1p,dem,25.92
usa,pennsylvania,power,2020,q1p,dem,28.47
usa,pennsylvania,power,2025,q1p,dem,31.28
usa,pennsylvania,power,2030,q1p,dem,34.37
usa,pennsylvania,power,2035,q1p,dem,37.76
usa,pennsylvania,power,2040,q1p,dem,41.49
usa,pennsylvania,power,2045,q1p,dem,45.58
usa,pennsylvania,power,2050,q1p,dem,50.08
usa,pennsylvania,power,2015,q1a,dem,20.37
usa,pennsylvania,power,2020,q1a,dem,22.38
usa,pennsylvania,power,2025,q1a,dem,24.59
usa,pennsylvania,power,2030,q1a,dem,27.02
usa,pennsylvania,power,2035,q1a,dem,29.69
usa,pennsylvania,power,2040,q1a,dem,32.61
usa,pennsylvania,power,2045,q1a,dem,35.83
usa,pennsylvania,power,2050,q1a,dem,39.37
usa,pennsylvania,power,2015,q2n,dem,15.83
usa,pennsylvania,power,2020,q2n,dem,17.39
usa,pennsylvania,power,2025,q2n,dem,19.1
usa,pennsylvania,power,2030,q2n,dem,20.99
usa,pennsylvania,power,2035,q2n,dem,23.06
usa,pennsylvania,power,2040,q2n,dem,25.33
usa,pennsylvania,power,2045,q2n,dem,27.83
usa,pennsylvania,power,2050,q2n,dem,30.58
usa,pennsylvania,power,2015,q2m,dem,7.25
usa,pennsylvania,power,2020,q2m,dem,7.96
usa,pennsylvania,power,2025,q2m,dem,8.75
usa,pennsylvania,power,2030,q2m,dem,9.61
usa,pennsylvania,power,2035,q2m,dem,10.56
usa,pennsylvania,power,2040,q2m,dem,11.6
usa,pennsylvania,power,2045,q2m,dem,12.75
usa,pennsylvania,power,2050,q2m,dem,14
usa,pennsylvania,power,2015,q2p,dem,20.62
usa,pennsylvania,power,2020,q2p,dem,22.65
usa,pennsylvania,power,2025,q2p,dem,24.89
usa,pennsylvania,power,2030,q2p,dem,27.35
usa,pennsylvania,power,2035,q2p,dem,30.04
usa,pennsylvania,power,2040,q2p,dem,33.01
usa,pennsylvania,power,2045,q2p,dem,36.27
usa,pennsylvania,power,2050,q2p,dem,39.84
usa,pennsylvania,power,2015,q2a,dem,14.84
usa,pennsylvania,power,2020,q2a,dem,16.31
usa,pennsylvania,power,2025,q2a,dem,17.92
usa,pennsylvania,power,2030,q2a,dem,19.69
usa,pennsylvania,power,2035,q2a,dem,21.63
usa,pennsylvania,power,2040,q2a,dem,23.76
usa,pennsylvania,power,2045,q2a,dem,26.11
usa,pennsylvania,power,2050,q2a,dem,28.69
usa,pennsylvania,power,2015,q3n,dem,14.59
usa,pennsylvania,power,2020,q3n,dem,16.03
usa,pennsylvania,power,2025,q3n,dem,17.62
usa,pennsylvania,power,2030,q3n,dem,19.35
usa,pennsylvania,power,2035,q3n,dem,21.26
usa,pennsylvania,power,2040,q3n,dem,23.36
usa,pennsylvania,power,2045,q3n,dem,25.67
usa,pennsylvania,power,2050,q3n,dem,28.2
usa,pennsylvania,power,2015,q3m,dem,6.55
usa,pennsylvania,power,2020,q3m,dem,7.2
usa,pennsylvania,power,2025,q3m,dem,7.91
usa,pennsylvania,power,2030,q3m,dem,8.69
usa,pennsylvania,power,2035,q3m,dem,9.54
usa,pennsylvania,power,2040,q3m,dem,10.49
usa,pennsylvania,power,2045,q3m,dem,11.52
usa,pennsylvania,power,2050,q3m,dem,12.66
usa,pennsylvania,power,2015,q3p,dem,21.82
usa,pennsylvania,power,2020,q3p,dem,23.98
usa,pennsylvania,power,2025,q3p,dem,26.34
usa,pennsylvania,power,2030,q3p,dem,28.94
usa,pennsylvania,power,2035,q3p,dem,31.8
usa,pennsylvania,power,2040,q3p,dem,34.94
usa,pennsylvania,power,2045,q3p,dem,38.38
usa,pennsylvania,power,2050,q3p,dem,42.17
usa,pennsylvania,power,2015,q3a,dem,16.65
usa,pennsylvania,power,2020,q3a,dem,18.29
usa,pennsylvania,power,2025,q3a,dem,20.1
usa,pennsylvania,power,2030,q3a,dem,22.08
usa,pennsylvania,power,2035,q3a,dem,24.26
usa,pennsylvania,power,2040,q3a,dem,26.66
usa,pennsylvania,power,2045,q3a,dem,29.29
usa,pennsylvania,power,2050,q3a,dem,32.18
usa,pennsylvania,power,2015,q4n,dem,19.39
usa,pennsylvania,power,2020,q4n,dem,21.3
usa,pennsylvania,power,2025,q4n,dem,23.4
usa,pennsylvania,power,2030,q4n,dem,25.71
usa,pennsylvania,power,2035,q4n,dem,28.25
usa,pennsylvania,power,2040,q4n,dem,31.04
usa,pennsylvania,power,2045,q4n,dem,34.1
usa,pennsylvania,power,2050,q4n,dem,37.47
usa,pennsylvania,power,2015,q4m,dem,8.01
usa,pennsylvania,power,2020,q4m,dem,8.8
usa,pennsylvania,power,2025,q4m,dem,9.67
usa,pennsylvania,power,2030,q4m,dem,10.62
usa,pennsylvania,power,2035,q4m,dem,11.67
usa,pennsylvania,power,2040,q4m,dem,12.82
usa,pennsylvania,power,2045,q4m,dem,14.09
usa,pennsylvania,power,2050,q4m,dem,15.48
usa,pennsylvania,power,2015,q4p,dem,24.63
usa,pennsylvania,power,2020,q4p,dem,27.06
usa,pennsylvania,power,2025,q4p,dem,29.73
usa,pennsylvania,power,2030,q4p,dem,32.66
usa,pennsylvania,power,2035,q4p,dem,35.88
usa,pennsylvania,power,2040,q4p,dem,39.42
usa,pennsylvania,power,2045,q4p,dem,43.31
usa,pennsylvania,power,2050,q4p,dem,47.59
usa,pennsylvania,power,2015,q4a,dem,20.06
usa,pennsylvania,power,2020,q4a,dem,22.04
usa,pennsylvania,power,2025,q4a,dem,24.21
usa,pennsylvania,power,2030,q4a,dem,26.6
usa,pennsylvania,power,2035,q4a,dem,29.23
usa,pennsylvania,power,2040,q4a,dem,32.11
usa,pennsylvania,power,2045,q4a,dem,35.28
usa,pennsylvania,power,2050,q4a,dem,38.76
usa,rhodeIsland,power,2015,q1n,dem,1.2
usa,rhodeIsland,power,2020,q1n,dem,1.32
usa,rhodeIsland,power,2025,q1n,dem,1.45
usa,rhodeIsland,power,2030,q1n,dem,1.59
usa,rhodeIsland,power,2035,q1n,dem,1.75
usa,rhodeIsland,power,2040,q1n,dem,1.92
usa,rhodeIsland,power,2045,q1n,dem,2.11
usa,rhodeIsland,power,2050,q1n,dem,2.32
usa,rhodeIsland,power,2015,q1m,dem,0.43
usa,rhodeIsland,power,2020,q1m,dem,0.47
usa,rhodeIsland,power,2025,q1m,dem,0.52
usa,rhodeIsland,power,2030,q1m,dem,0.57
usa,rhodeIsland,power,2035,q1m,dem,0.63
usa,rhodeIsland,power,2040,q1m,dem,0.69
usa,rhodeIsland,power,2045,q1m,dem,0.76
usa,rhodeIsland,power,2050,q1m,dem,0.83
usa,rhodeIsland,power,2015,q1p,dem,1.33
usa,rhodeIsland,power,2020,q1p,dem,1.46
usa,rhodeIsland,power,2025,q1p,dem,1.61
usa,rhodeIsland,power,2030,q1p,dem,1.77
usa,rhodeIsland,power,2035,q1p,dem,1.94
usa,rhodeIsland,power,2040,q1p,dem,2.13
usa,rhodeIsland,power,2045,q1p,dem,2.34
usa,rhodeIsland,power,2050,q1p,dem,2.57
usa,rhodeIsland,power,2015,q1a,dem,1.08
usa,rhodeIsland,power,2020,q1a,dem,1.19
usa,rhodeIsland,power,2025,q1a,dem,1.31
usa,rhodeIsland,power,2030,q1a,dem,1.43
usa,rhodeIsland,power,2035,q1a,dem,1.58
usa,rhodeIsland,power,2040,q1a,dem,1.73
usa,rhodeIsland,power,2045,q1a,dem,1.9
usa,rhodeIsland,power,2050,q1a,dem,2.09
usa,rhodeIsland,power,2015,q2n,dem,0.86
usa,rhodeIsland,power,2020,q2n,dem,0.95
usa,rhodeIsland,power,2025,q2n,dem,1.04
usa,rhodeIsland,power,2030,q2n,dem,1.14
usa,rhodeIsland,power,2035,q2n,dem,1.26
usa,rhodeIsland,power,2040,q2n,dem,1.38
usa,rhodeIsland,power,2045,q2n,dem,1.52
usa,rhodeIsland,power,2050,q2n,dem,1.67
usa,rhodeIsland,power,2015,q2m,dem,0.37
usa,rhodeIsland,power,2020,q2m,dem,0.41
usa,rhodeIsland,power,2025,q2m,dem,0.45
usa,rhodeIsland,power,2030,q2m,dem,0.49
usa,rhodeIsland,power,2035,q2m,dem,0.54
usa,rhodeIsland,power,2040,q2m,dem,0.6
usa,rhodeIsland,power,2045,q2m,dem,0.65
usa,rhodeIsland,power,2050,q2m,dem,0.72
usa,rhodeIsland,power,2015,q2p,dem,1.07
usa,rhodeIsland,power,2020,q2p,dem,1.17
usa,rhodeIsland,power,2025,q2p,dem,1.29
usa,rhodeIsland,power,2030,q2p,dem,1.41
usa,rhodeIsland,power,2035,q2p,dem,1.55
usa,rhodeIsland,power,2040,q2p,dem,1.71
usa,rhodeIsland,power,2045,q2p,dem,1.87
usa,rhodeIsland,power,2050,q2p,dem,2.06
usa,rhodeIsland,power,2015,q2a,dem,0.78
usa,rhodeIsland,power,2020,q2a,dem,0.86
usa,rhodeIsland,power,2025,q2a,dem,0.94
usa,rhodeIsland,power,2030,q2a,dem,1.03
usa,rhodeIsland,power,2035,q2a,dem,1.14
usa,rhodeIsland,power,2040,q2a,dem,1.25
usa,rhodeIsland,power,2045,q2a,dem,1.37
usa,rhodeIsland,power,2050,q2a,dem,1.51
usa,rhodeIsland,power,2015,q3n,dem,0.76
usa,rhodeIsland,power,2020,q3n,dem,0.83
usa,rhodeIsland,power,2025,q3n,dem,0.92
usa,rhodeIsland,power,2030,q3n,dem,1.01
usa,rhodeIsland,power,2035,q3n,dem,1.11
usa,rhodeIsland,power,2040,q3n,dem,1.22
usa,rhodeIsland,power,2045,q3n,dem,1.34
usa,rhodeIsland,power,2050,q3n,dem,1.47
usa,rhodeIsland,power,2015,q3m,dem,0.33
usa,rhodeIsland,power,2020,q3m,dem,0.36
usa,rhodeIsland,power,2025,q3m,dem,0.4
usa,rhodeIsland,power,2030,q3m,dem,0.44
usa,rhodeIsland,power,2035,q3m,dem,0.48
usa,rhodeIsland,power,2040,q3m,dem,0.53
usa,rhodeIsland,power,2045,q3m,dem,0.58
usa,rhodeIsland,power,2050,q3m,dem,0.64
usa,rhodeIsland,power,2015,q3p,dem,1.13
usa,rhodeIsland,power,2020,q3p,dem,1.24
usa,rhodeIsland,power,2025,q3p,dem,1.36
usa,rhodeIsland,power,2030,q3p,dem,1.5
usa,rhodeIsland,power,2035,q3p,dem,1.65
usa,rhodeIsland,power,2040,q3p,dem,1.81
usa,rhodeIsland,power,2045,q3p,dem,1.99
usa,rhodeIsland,power,2050,q3p,dem,2.18
usa,rhodeIsland,power,2015,q3a,dem,0.85
usa,rhodeIsland,power,2020,q3a,dem,0.94
usa,rhodeIsland,power,2025,q3a,dem,1.03
usa,rhodeIsland,power,2030,q3a,dem,1.13
usa,rhodeIsland,power,2035,q3a,dem,1.24
usa,rhodeIsland,power,2040,q3a,dem,1.37
usa,rhodeIsland,power,2045,q3a,dem,1.5
usa,rhodeIsland,power,2050,q3a,dem,1.65
usa,rhodeIsland,power,2015,q4n,dem,1.05
usa,rhodeIsland,power,2020,q4n,dem,1.15
usa,rhodeIsland,power,2025,q4n,dem,1.26
usa,rhodeIsland,power,2030,q4n,dem,1.39
usa,rhodeIsland,power,2035,q4n,dem,1.52
usa,rhodeIsland,power,2040,q4n,dem,1.67
usa,rhodeIsland,power,2045,q4n,dem,1.84
usa,rhodeIsland,power,2050,q4n,dem,2.02
usa,rhodeIsland,power,2015,q4m,dem,0.41
usa,rhodeIsland,power,2020,q4m,dem,0.45
usa,rhodeIsland,power,2025,q4m,dem,0.5
usa,rhodeIsland,power,2030,q4m,dem,0.55
usa,rhodeIsland,power,2035,q4m,dem,0.6
usa,rhodeIsland,power,2040,q4m,dem,0.66
usa,rhodeIsland,power,2045,q4m,dem,0.73
usa,rhodeIsland,power,2050,q4m,dem,0.8
usa,rhodeIsland,power,2015,q4p,dem,1.27
usa,rhodeIsland,power,2020,q4p,dem,1.4
usa,rhodeIsland,power,2025,q4p,dem,1.54
usa,rhodeIsland,power,2030,q4p,dem,1.69
usa,rhodeIsland,power,2035,q4p,dem,1.86
usa,rhodeIsland,power,2040,q4p,dem,2.04
usa,rhodeIsland,power,2045,q4p,dem,2.24
usa,rhodeIsland,power,2050,q4p,dem,2.46
usa,rhodeIsland,power,2015,q4a,dem,1.07
usa,rhodeIsland,power,2020,q4a,dem,1.18
usa,rhodeIsland,power,2025,q4a,dem,1.29
usa,rhodeIsland,power,2030,q4a,dem,1.42
usa,rhodeIsland,power,2035,q4a,dem,1.56
usa,rhodeIsland,power,2040,q4a,dem,1.71
usa,rhodeIsland,power,2045,q4a,dem,1.88
usa,rhodeIsland,power,2050,q4a,dem,2.07
usa,southCarolina,power,2015,q1n,dem,11.63
usa,southCarolina,power,2020,q1n,dem,12.78
usa,southCarolina,power,2025,q1n,dem,14.04
usa,southCarolina,power,2030,q1n,dem,15.43
usa,southCarolina,power,2035,q1n,dem,16.95
usa,southCarolina,power,2040,q1n,dem,18.63
usa,southCarolina,power,2045,q1n,dem,20.46
usa,southCarolina,power,2050,q1n,dem,22.48
usa,southCarolina,power,2015,q1m,dem,6.14
usa,southCarolina,power,2020,q1m,dem,6.74
usa,southCarolina,power,2025,q1m,dem,7.41
usa,southCarolina,power,2030,q1m,dem,8.14
usa,southCarolina,power,2035,q1m,dem,8.94
usa,southCarolina,power,2040,q1m,dem,9.83
usa,southCarolina,power,2045,q1m,dem,10.8
usa,southCarolina,power,2050,q1m,dem,11.86
usa,southCarolina,power,2015,q1p,dem,14.59
usa,southCarolina,power,2020,q1p,dem,16.03
usa,southCarolina,power,2025,q1p,dem,17.61
usa,southCarolina,power,2030,q1p,dem,19.34
usa,southCarolina,power,2035,q1p,dem,21.25
usa,southCarolina,power,2040,q1p,dem,23.35
usa,southCarolina,power,2045,q1p,dem,25.65
usa,southCarolina,power,2050,q1p,dem,28.19
usa,southCarolina,power,2015,q1a,dem,9.46
usa,southCarolina,power,2020,q1a,dem,10.4
usa,southCarolina,power,2025,q1a,dem,11.42
usa,southCarolina,power,2030,q1a,dem,12.55
usa,southCarolina,power,2035,q1a,dem,13.79
usa,southCarolina,power,2040,q1a,dem,15.15
usa,southCarolina,power,2045,q1a,dem,16.64
usa,southCarolina,power,2050,q1a,dem,18.29
usa,southCarolina,power,2015,q2n,dem,7.14
usa,southCarolina,power,2020,q2n,dem,7.85
usa,southCarolina,power,2025,q2n,dem,8.62
usa,southCarolina,power,2030,q2n,dem,9.47
usa,southCarolina,power,2035,q2n,dem,10.41
usa,southCarolina,power,2040,q2n,dem,11.44
usa,southCarolina,power,2045,q2n,dem,12.57
usa,southCarolina,power,2050,q2n,dem,13.8
usa,southCarolina,power,2015,q2m,dem,3.96
usa,southCarolina,power,2020,q2m,dem,4.35
usa,southCarolina,power,2025,q2m,dem,4.77
usa,southCarolina,power,2030,q2m,dem,5.25
usa,southCarolina,power,2035,q2m,dem,5.76
usa,southCarolina,power,2040,q2m,dem,6.33
usa,southCarolina,power,2045,q2m,dem,6.96
usa,southCarolina,power,2050,q2m,dem,7.64
usa,southCarolina,power,2015,q2p,dem,12.67
usa,southCarolina,power,2020,q2p,dem,13.92
usa,southCarolina,power,2025,q2p,dem,15.29
usa,southCarolina,power,2030,q2p,dem,16.8
usa,southCarolina,power,2035,q2p,dem,18.46
usa,southCarolina,power,2040,q2p,dem,20.28
usa,southCarolina,power,2045,q2p,dem,22.28
usa,southCarolina,power,2050,q2p,dem,24.48
usa,southCarolina,power,2015,q2a,dem,8.48
usa,southCarolina,power,2020,q2a,dem,9.32
usa,southCarolina,power,2025,q2a,dem,10.24
usa,southCarolina,power,2030,q2a,dem,11.25
usa,southCarolina,power,2035,q2a,dem,12.36
usa,southCarolina,power,2040,q2a,dem,13.58
usa,southCarolina,power,2045,q2a,dem,14.92
usa,southCarolina,power,2050,q2a,dem,16.39
usa,southCarolina,power,2015,q3n,dem,8.6
usa,southCarolina,power,2020,q3n,dem,9.45
usa,southCarolina,power,2025,q3n,dem,10.39
usa,southCarolina,power,2030,q3n,dem,11.41
usa,southCarolina,power,2035,q3n,dem,12.54
usa,southCarolina,power,2040,q3n,dem,13.77
usa,southCarolina,power,2045,q3n,dem,15.13
usa,southCarolina,power,2050,q3n,dem,16.63
usa,southCarolina,power,2015,q3m,dem,4.05
usa,southCarolina,power,2020,q3m,dem,4.45
usa,southCarolina,power,2025,q3m,dem,4.89
usa,southCarolina,power,2030,q3m,dem,5.38
usa,southCarolina,power,2035,q3m,dem,5.91
usa,southCarolina,power,2040,q3m,dem,6.49
usa,southCarolina,power,2045,q3m,dem,7.13
usa,southCarolina,power,2050,q3m,dem,7.83
usa,southCarolina,power,2015,q3p,dem,16.43
usa,southCarolina,power,2020,q3p,dem,18.05
usa,southCarolina,power,2025,q3p,dem,19.84
usa,southCarolina,power,2030,q3p,dem,21.79
usa,southCarolina,power,2035,q3p,dem,23.94
usa,southCarolina,power,2040,q3p,dem,26.31
usa,southCarolina,power,2045,q3p,dem,28.9
usa,southCarolina,power,2050,q3p,dem,31.76
usa,southCarolina,power,2015,q3a,dem,10.41
usa,southCarolina,power,2020,q3a,dem,11.43
usa,southCarolina,power,2025,q3a,dem,12.56
usa,southCarolina,power,2030,q3a,dem,13.8
